"dia_ano","dias","otimista","casos_estimados","pessimista","x"
91,2020-03-31,2,3,4,3
92,2020-04-01,2,3,4,4
93,2020-04-02,2,4,6,6
94,2020-04-03,4,6,8,6
95,2020-04-04,4,7,10,6
96,2020-04-05,6,9,12,9
97,2020-04-06,7,11,15,11
98,2020-04-07,9,14,19,14
99,2020-04-08,10,16,22,NA
100,2020-04-09,11,18,25,NA
101,2020-04-10,12,20,28,NA
102,2020-04-11,13,21,29,NA
103,2020-04-12,14,23,32,NA
104,2020-04-13,15,24,33,NA
105,2020-04-14,16,25,34,NA
