"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,28,33,38,29
165,2020-06-13,30,35,40,29
166,2020-06-14,31,37,43,33
167,2020-06-15,34,40,46,35
168,2020-06-16,36,42,48,36
169,2020-06-17,38,45,52,41
170,2020-06-18,41,48,55,53
171,2020-06-19,43,51,59,54
172,2020-06-20,47,55,63,58
173,2020-06-21,49,58,67,61
174,2020-06-22,53,62,71,64
175,2020-06-23,56,66,76,NA
176,2020-06-24,60,70,80,NA
177,2020-06-25,64,75,86,NA
178,2020-06-26,68,80,92,NA
179,2020-06-27,72,85,98,NA
180,2020-06-28,77,90,103,NA
181,2020-06-29,82,96,110,NA
182,2020-06-30,88,103,118,NA
183,2020-07-01,93,109,125,NA
184,2020-07-02,99,116,133,NA
