"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-04,1853,1890,1872,1930,1814,1925
2020-06-05,1972,2003,1988,2050,1926,1997
2020-06-06,2098,2121,2110,2176,2044,2132
2020-06-07,2233,2244,2238,2308,2168,2253
2020-06-08,2376,2371,2374,2448,2300,2324
2020-06-09,2529,2502,2516,2595,2437,2455
2020-06-10,2691,2638,2664,2747,2581,2597
2020-06-11,2864,2777,2820,2908,2732,2853
2020-06-12,3048,2920,2984,3077,2891,NA
2020-06-13,3243,3067,3155,3254,3056,NA
2020-06-14,3451,3217,3334,3438,3230,NA
2020-06-15,3673,3369,3521,3631,3411,NA
2020-06-16,3909,3524,3716,3832,3600,NA
2020-06-17,4159,3681,3920,4042,3798,NA
2020-06-18,4426,3840,4133,4262,4004,NA
