"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Slovakia",2019-12-30,0,0,0,NA,0
"Slovakia",2019-12-31,0,0,0,NA,0
"Slovakia",2020-01-01,0,0,0,NA,0
"Slovakia",2020-01-02,0,0,0,NA,0
"Slovakia",2020-01-03,0,0,0,NA,0
"Slovakia",2020-01-04,0,0,0,NA,0
"Slovakia",2020-01-05,0,0,0,NA,0
"Slovakia",2020-01-06,0,0,0,NA,0
"Slovakia",2020-01-07,0,0,0,NA,0
"Slovakia",2020-01-08,0,0,0,NA,0
"Slovakia",2020-01-09,0,0,0,NA,0
"Slovakia",2020-01-10,0,0,0,NA,0
"Slovakia",2020-01-11,0,0,0,NA,0
"Slovakia",2020-01-12,0,0,0,NA,0
"Slovakia",2020-01-13,0,0,0,NA,0
"Slovakia",2020-01-14,0,0,0,NA,0
"Slovakia",2020-01-15,0,0,0,NA,0
"Slovakia",2020-01-16,0,0,0,NA,0
"Slovakia",2020-01-17,0,0,0,NA,0
"Slovakia",2020-01-18,0,0,0,NA,0
"Slovakia",2020-01-19,0,0,0,NA,0
"Slovakia",2020-01-20,0,0,0,NA,0
"Slovakia",2020-01-21,0,0,0,NA,0
"Slovakia",2020-01-22,0,0,0,NA,0
"Slovakia",2020-01-23,0,0,0,NA,0
"Slovakia",2020-01-24,0,0,0,NA,0
"Slovakia",2020-01-25,0,0,0,NA,0
"Slovakia",2020-01-26,0,0,0,NA,0
"Slovakia",2020-01-27,0,0,0,NA,0
"Slovakia",2020-01-28,0,0,0,NA,0
"Slovakia",2020-01-29,0,0,0,NA,0
"Slovakia",2020-01-30,0,0,0,NA,0
"Slovakia",2020-01-31,0,0,0,NA,0
"Slovakia",2020-02-01,0,0,0,NA,0
"Slovakia",2020-02-02,0,0,0,NA,0
"Slovakia",2020-02-03,0,0,0,NA,0
"Slovakia",2020-02-04,0,0,0,NA,0
"Slovakia",2020-02-05,0,0,0,NA,0
"Slovakia",2020-02-06,1,1,1,NA,0
"Slovakia",2020-02-07,1,1,1,NA,0
"Slovakia",2020-02-08,1,1,1,NA,0
"Slovakia",2020-02-09,1,1,1,NA,0
"Slovakia",2020-02-10,1,1,1,NA,0
"Slovakia",2020-02-11,1,1,1,NA,0
"Slovakia",2020-02-12,1,1,1,NA,0
"Slovakia",2020-02-13,1,1,1,NA,0
"Slovakia",2020-02-14,1,1,1,NA,0
"Slovakia",2020-02-15,1,2,3,NA,0
"Slovakia",2020-02-16,1,2,3,NA,0
"Slovakia",2020-02-17,1,2,3,NA,0
"Slovakia",2020-02-18,1,2,3,NA,0
"Slovakia",2020-02-19,2,3,4,NA,0
"Slovakia",2020-02-20,2,3,4,NA,0
"Slovakia",2020-02-21,2,3,4,NA,0
"Slovakia",2020-02-22,2,4,6,NA,0
"Slovakia",2020-02-23,2,4,6,NA,0
"Slovakia",2020-02-24,3,5,7,NA,0
"Slovakia",2020-02-25,3,6,9,NA,0
"Slovakia",2020-02-26,3,6,9,NA,0
"Slovakia",2020-02-27,4,7,10,NA,0
"Slovakia",2020-02-28,5,8,11,NA,0
"Slovakia",2020-02-29,5,9,13,NA,0
"Slovakia",2020-03-01,6,11,16,NA,0
"Slovakia",2020-03-02,7,12,17,NA,0
"Slovakia",2020-03-03,8,14,20,NA,0
"Slovakia",2020-03-04,9,16,23,NA,0
"Slovakia",2020-03-05,10,18,26,NA,0
"Slovakia",2020-03-06,12,20,28,NA,1
"Slovakia",2020-03-07,13,23,33,NA,3
"Slovakia",2020-03-08,15,26,37,NA,5
"Slovakia",2020-03-09,17,29,41,NA,0
"Slovakia",2020-03-10,19,33,47,NA,7
"Slovakia",2020-03-11,22,38,54,NA,10
"Slovakia",2020-03-12,25,43,61,NA,21
"Slovakia",2020-03-13,28,49,70,NA,30
"Slovakia",2020-03-14,32,55,78,NA,44
"Slovakia",2020-03-15,36,63,90,NA,61
"Slovakia",2020-03-16,41,71,101,NA,84
"Slovakia",2020-03-17,47,81,115,NA,97
"Slovakia",2020-03-18,53,92,131,NA,107
"Slovakia",2020-03-19,60,104,148,NA,123
"Slovakia",2020-03-20,68,118,168,NA,137
"Slovakia",2020-03-21,77,134,191,NA,178
"Slovakia",2020-03-22,88,152,216,NA,185
"Slovakia",2020-03-23,99,172,245,NA,191
"Slovakia",2020-03-24,113,196,279,NA,204
"Slovakia",2020-03-25,128,222,316,NA,216
"Slovakia",2020-03-26,146,252,358,NA,226
"Slovakia",2020-03-27,165,286,407,NA,295
"Slovakia",2020-03-28,187,324,461,NA,292
"Slovakia",2020-03-29,213,368,523,NA,NA
"Slovakia",2020-03-30,241,417,593,NA,NA
"Slovakia",2020-03-31,273,473,673,NA,NA
"Slovakia",2020-04-01,310,537,764,NA,NA
"Slovakia",2020-04-02,352,609,866,NA,NA
"Slovakia",2020-04-03,399,691,983,NA,NA
"Slovakia",2020-04-04,454,785,1116,NA,NA
