"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
186,2020-07-04,84411,89214,94017,89057
187,2020-07-05,85301,90154,95007,89714
188,2020-07-06,86141,91042,95943,90251
189,2020-07-07,86934,91880,96826,92088
190,2020-07-08,87681,92670,97659,92939
191,2020-07-09,88385,93414,98443,95323
192,2020-07-10,89047,94113,99179,96718
193,2020-07-11,89668,94770,99872,98398
194,2020-07-12,90252,95387,100522,98952
195,2020-07-13,90799,95965,101131,99830
196,2020-07-14,91312,96507,101702,101467
197,2020-07-15,91792,97014,102236,NA
198,2020-07-16,92240,97488,102736,NA
199,2020-07-17,92659,97931,103203,NA
200,2020-07-18,93051,98345,103639,NA
201,2020-07-19,93417,98732,104047,NA
202,2020-07-20,93759,99093,104427,NA
203,2020-07-21,94077,99429,104781,NA
204,2020-07-22,94374,99743,105112,NA
205,2020-07-23,94650,100035,105420,NA
206,2020-07-24,94907,100307,105707,NA
