"dia_ano","dias","otimista","casos_estimados","pessimista","x"
197,2020-07-15,1171,1438,1705,1473
198,2020-07-16,1209,1484,1759,1501
199,2020-07-17,1248,1532,1816,1526
200,2020-07-18,1288,1581,1874,1572
201,2020-07-19,1329,1632,1935,1577
202,2020-07-20,1372,1684,1996,1585
203,2020-07-21,1416,1738,2060,1621
204,2020-07-22,1461,1794,2127,1636
205,2020-07-23,1508,1851,2194,1650
206,2020-07-24,1557,1911,2265,1666
207,2020-07-25,1606,1972,2338,1672
208,2020-07-26,1658,2036,2414,NA
209,2020-07-27,1711,2101,2491,NA
210,2020-07-28,1766,2168,2570,NA
211,2020-07-29,1823,2238,2653,NA
212,2020-07-30,1882,2310,2738,NA
213,2020-07-31,1942,2384,2826,NA
214,2020-08-01,2005,2461,2917,NA
215,2020-08-02,2069,2540,3011,NA
216,2020-08-03,2135,2621,3107,NA
217,2020-08-04,2203,2705,3207,NA
