"dia_ano","dias","otimista","casos_estimados","pessimista","x"
170,2020-06-18,339,352,365,342
171,2020-06-19,344,357,370,348
172,2020-06-20,349,362,375,353
173,2020-06-21,354,367,380,359
174,2020-06-22,359,372,385,372
175,2020-06-23,363,377,391,380
176,2020-06-24,367,381,395,387
177,2020-06-25,371,385,399,394
178,2020-06-26,375,389,403,401
179,2020-06-27,379,393,407,406
180,2020-06-28,382,396,410,407
181,2020-06-29,385,399,413,NA
182,2020-06-30,388,402,416,NA
183,2020-07-01,390,405,420,NA
184,2020-07-02,393,408,423,NA
185,2020-07-03,396,411,426,NA
186,2020-07-04,398,413,428,NA
187,2020-07-05,400,415,430,NA
188,2020-07-06,402,417,432,NA
189,2020-07-07,404,419,434,NA
190,2020-07-08,406,421,436,NA
