"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,51865,81795,66830,80695,52965,80261
2020-03-03,52431,81918,67174,81111,53237,80380
2020-03-04,53002,82018,67510,81516,53504,80497
2020-03-05,53580,82098,67839,81914,53764,80667
2020-03-06,54165,82163,68164,82306,54022,80768
2020-03-07,54755,82215,68485,82694,54276,80814
2020-03-08,55352,82257,68804,83079,54529,80859
2020-03-09,55956,82291,69124,83465,54783,80879
2020-03-10,56566,82319,69442,83849,55035,80908
2020-03-11,57183,82341,69762,84236,55288,80932
2020-03-12,57807,82359,70083,84623,55543,80954
2020-03-13,58437,82373,70405,85012,55798,80973
2020-03-14,59074,82385,70730,85404,56056,80995
2020-03-15,59719,82394,71056,85798,56314,81020
2020-03-16,60370,82402,71386,86197,56575,81063
2020-03-17,61028,82408,71718,86597,56839,81086
2020-03-18,61694,82413,72054,87003,57105,81130
2020-03-19,62367,82417,72392,87411,57373,81229
2020-03-20,63047,82420,72734,87824,57644,81281
2020-03-21,63734,82422,73078,88240,57916,81346
2020-03-22,64429,82424,73426,88660,58192,81484
2020-03-23,65132,82426,73779,89086,58472,81553
2020-03-24,65842,82427,74134,89515,58753,81631
2020-03-25,66560,82428,74494,89949,59039,81733
2020-03-26,67286,82429,74858,90389,59327,81827
2020-03-27,68020,82430,75225,90832,59618,81946
2020-03-28,68762,82431,75596,91280,59912,82059
2020-03-29,69511,82431,75971,91733,60209,82157
2020-03-30,70269,82431,76350,92190,60510,82241
2020-03-31,71036,82432,76734,92654,60814,82295
2020-04-01,71810,82432,77121,93121,61121,82395
2020-04-02,72594,82432,77513,93595,61431,82465
2020-04-03,73385,82432,77908,94072,61744,82527
2020-04-04,74185,82432,78308,94555,62061,82575
2020-04-05,74994,82432,78713,95044,62382,82642
2020-04-06,75812,82433,79122,95537,62707,82698
2020-04-07,76639,82433,79536,96037,63035,82784
2020-04-08,77475,82433,79954,96542,63366,82870
2020-04-09,78320,82433,80376,97052,63700,82925
2020-04-10,79174,82433,80804,97568,64040,83004
2020-04-11,80037,82433,81235,98089,64381,83097
2020-04-12,80910,82433,81672,98617,64727,83209
2020-04-13,81792,82433,82112,99148,65076,83303
2020-04-14,82684,82433,82558,99686,65430,83352
2020-04-15,83586,82433,83010,100232,65788,83402
2020-04-16,84498,82433,83466,100783,66149,83754
2020-04-17,85419,82433,83926,101338,66514,83785
2020-04-18,86351,82433,84392,101901,66883,83803
2020-04-19,87292,82433,84862,102468,67256,83817
2020-04-20,88244,82433,85338,103043,67633,83849
2020-04-21,89207,82433,85820,103625,68015,83864
2020-04-22,90179,82433,86306,104212,68400,83876
2020-04-23,91163,82433,86798,104806,68790,83884
2020-04-24,92157,82433,87295,105406,69184,83899
2020-04-25,93162,82433,87798,106014,69582,83909
2020-04-26,94178,82433,88306,106627,69985,83912
2020-04-27,95205,82433,88819,107246,70392,83938
2020-04-28,96243,82433,89338,107873,70803,83940
2020-04-29,97293,82433,89863,108507,71219,83944
2020-04-30,98354,82433,90394,109148,71640,83956
2020-05-01,99426,82433,90930,109795,72065,83959
2020-05-02,100511,82433,91472,110450,72494,83961
2020-05-03,101607,82433,92020,111111,72929,83964
2020-05-04,102715,82433,92574,111780,73368,83966
2020-05-05,103835,82433,93134,112457,73811,83968
2020-05-06,104967,82433,93700,113140,74260,83970
2020-05-07,106112,82433,94272,113831,74713,83976
2020-05-08,107269,82433,94851,114530,75172,83976
2020-05-09,108439,82433,95436,115236,75636,83991
2020-05-10,109621,82433,96027,115950,76104,82901
2020-05-11,110817,82433,96625,116672,76578,NA
2020-05-12,112025,82433,97229,117401,77057,NA
2020-05-13,113247,82433,97840,118139,77541,NA
2020-05-14,114482,82433,98458,118885,78031,NA
2020-05-15,115730,82433,99082,119639,78525,NA
2020-05-16,116992,82433,99712,120399,79025,NA
2020-05-17,118268,82433,100350,121170,79530,NA
