"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-09,10719,10842,10780,15589,5971,10126
2020-06-10,11307,11394,11350,16413,6287,10615
2020-06-11,11926,11967,11946,17275,6617,11056
2020-06-12,12580,12562,12571,18179,6963,11534
2020-06-13,13269,13179,13224,19123,7325,12866
2020-06-14,13997,13816,13906,20110,7702,13968
2020-06-15,14764,14476,14620,21142,8098,15675
2020-06-16,15573,15156,15364,22218,8510,16310
2020-06-17,16426,15857,16142,23343,8941,NA
2020-06-18,17327,16578,16952,24515,9389,NA
2020-06-19,18276,17320,17798,25738,9858,NA
2020-06-20,19278,18081,18680,27014,10346,NA
2020-06-21,20334,18860,19597,28340,10854,NA
2020-06-22,21449,19657,20553,29722,11384,NA
2020-06-23,22624,20471,21548,31161,11935,NA
