location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-23;total_cases;24;2020-06-02;6465;2020-06-23;11810;1.83
AL;2020-06-23;total_cases;18;2020-06-08;15706;2020-06-23;30248;1.93
AM;2020-06-23;total_cases;29;2020-05-28;36146;2020-06-23;65073;1.8
AP;2020-06-23;total_cases;16;2020-06-10;14623;2020-06-23;26437;1.81
BA;2020-06-23;total_cases;21;2020-06-05;26419;2020-06-23;49084;1.86
CE;2020-06-23;total_cases;24;2020-06-02;53073;2020-06-23;97528;1.84
DF;2020-06-23;total_cases;16;2020-06-10;19433;2020-06-23;35368;1.82
ES;2020-06-23;total_cases;19;2020-06-07;19619;2020-06-23;36827;1.88
MA;2020-06-23;total_cases;23;2020-06-03;38174;2020-06-23;72021;1.89
MG;2020-06-23;total_cases;17;2020-06-09;16102;2020-06-23;29897;1.86
MS;2020-06-23;total_cases;14;2020-06-12;3001;2020-06-23;5784;1.93
MT;2020-06-23;total_cases;12;2020-06-14;5861;2020-06-23;10659;1.82
PA;2020-06-23;total_cases;22;2020-06-04;48049;2020-06-23;88636;1.84
PB;2020-06-23;total_cases;18;2020-06-08;20951;2020-06-23;38999;1.86
PE;2020-06-23;total_cases;31;2020-05-26;28854;2020-06-23;52831;1.83
PI;2020-06-23;total_cases;16;2020-06-10;8359;2020-06-23;15269;1.83
PR;2020-06-23;total_cases;14;2020-06-12;8705;2020-06-23;15853;1.82
RJ;2020-06-23;total_cases;25;2020-06-01;54530;2020-06-23;100869;1.85
RN;2020-06-23;total_cases;17;2020-06-09;11027;2020-06-23;20075;1.82
RO;2020-06-23;total_cases;18;2020-06-08;8626;2020-06-23;16498;1.91
RR;2020-06-23;total_cases;19;2020-06-07;5529;2020-06-23;10340;1.87
RS;2020-06-23;total_cases;21;2020-06-05;11583;2020-06-23;20864;1.8
SC;2020-06-23;total_cases;22;2020-06-04;10532;2020-06-23;19244;1.83
SE;2020-06-23;total_cases;16;2020-06-10;10615;2020-06-23;19883;1.87
SP;2020-06-23;total_cases;23;2020-06-03;123483;2020-06-23;229475;1.86
TO;2020-06-23;total_cases;23;2020-06-03;4698;2020-06-23;8766;1.87
