"dia_ano","dias","otimista","casos_estimados","pessimista","x"
174,2020-06-22,6914,8862,10810,8933
175,2020-06-23,7136,9147,11158,9153
176,2020-06-24,7365,9441,11517,9295
177,2020-06-25,7602,9744,11886,9450
178,2020-06-26,7846,10057,12268,9587
179,2020-06-27,8098,10380,12662,9789
180,2020-06-28,8359,10714,13069,9819
181,2020-06-29,8627,11058,13489,9848
182,2020-06-30,8905,11414,13923,10080
183,2020-07-01,9190,11780,14370,10198
184,2020-07-02,9486,12159,14832,10332
185,2020-07-03,9790,12549,15308,NA
186,2020-07-04,10104,12952,15800,NA
187,2020-07-05,10430,13369,16308,NA
188,2020-07-06,10764,13798,16832,NA
189,2020-07-07,11110,14241,17372,NA
190,2020-07-08,11467,14699,17931,NA
191,2020-07-09,11836,15171,18506,NA
192,2020-07-10,12216,15659,19102,NA
193,2020-07-11,12609,16162,19715,NA
194,2020-07-12,13014,16681,20348,NA
