"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-04,3670,3808,3739,4019,3459,3734
2020-05-05,3944,4061,4002,4302,3702,4040
2020-05-06,4238,4324,4281,4602,3960,4301
2020-05-07,4553,4596,4574,4917,4231,4528
2020-05-08,4892,4875,4884,5250,4518,4818
2020-05-09,5257,5162,5210,5601,4819,5174
2020-05-10,5648,5455,5552,5968,5136,5558
2020-05-11,6069,5753,5911,6354,5468,5808
2020-05-12,6521,6055,6288,6760,5816,NA
2020-05-13,7007,6360,6684,7185,6183,NA
2020-05-14,7529,6666,7098,7630,6566,NA
2020-05-15,8089,6973,7531,8096,6966,NA
2020-05-16,8692,7279,7986,8585,7387,NA
2020-05-17,9339,7582,8460,9095,7825,NA
2020-05-18,10035,7882,8958,9630,8286,NA
