location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-28;total_cases;13;2020-05-18;7072;2020-05-28;13036;1.84
Albania;2020-05-28;total_cases;41;2020-04-20;584;2020-05-28;1076;1.84
Algeria;2020-05-28;total_cases;25;2020-05-06;4997;2020-05-28;8997;1.8
Andorra;2020-05-28;total_cases;60;2020-04-01;390;2020-05-28;763;1.96
Angola;2020-05-28;total_cases;23;2020-05-07;36;2020-05-28;73;2.03
Argentina;2020-05-28;total_cases;14;2020-05-17;7792;2020-05-28;14689;1.89
Armenia;2020-05-28;total_cases;14;2020-05-17;4472;2020-05-28;8216;1.84
Aruba;2020-05-28;total_cases;60;2020-04-01;55;2020-05-28;101;1.84
Australia;2020-05-28;total_cases;64;2020-03-28;3809;2020-05-28;7150;1.88
Austria;2020-05-28;total_cases;63;2020-03-29;8813;2020-05-28;16543;1.88
Azerbaijan;2020-05-28;total_cases;20;2020-05-11;2589;2020-05-28;4759;1.84
Bahamas;2020-05-28;total_cases;44;2020-04-17;55;2020-05-28;101;1.84
Bahrain;2020-05-28;total_cases;19;2020-05-12;5531;2020-05-28;10052;1.82
Bangladesh;2020-05-28;total_cases;14;2020-05-17;22268;2020-05-28;40321;1.81
Barbados;2020-05-28;total_cases;57;2020-04-04;51;2020-05-28;92;1.8
Belarus;2020-05-28;total_cases;22;2020-05-09;22052;2020-05-28;39858;1.81
Belgium;2020-05-28;total_cases;47;2020-04-14;31119;2020-05-28;57849;1.86
Belize;2020-05-28;total_cases;51;2020-04-10;10;2020-05-28;18;1.8
Benin;2020-05-28;total_cases;24;2020-05-06;102;2020-05-28;210;2.06
Bhutan;2020-05-28;total_cases;17;2020-05-13;15;2020-05-28;31;2.07
Bolivia;2020-05-28;total_cases;12;2020-05-19;4481;2020-05-28;8387;1.87
Bosnia.and.Herzegovina;2020-05-28;total_cases;39;2020-04-22;1367;2020-05-28;2462;1.8
Brazil;2020-05-28;total_cases;14;2020-05-17;241080;2020-05-28;438238;1.82
British.Virgin.Islands;2020-05-28;total_cases;41;2020-04-19;4;2020-05-28;8;2
Brunei;2020-05-28;total_cases;72;2020-03-20;78;2020-05-28;141;1.81
Bulgaria;2020-05-28;total_cases;34;2020-04-27;1363;2020-05-28;2485;1.82
Burkina.Faso;2020-05-28;total_cases;51;2020-04-10;448;2020-05-28;847;1.89
Cameroon;2020-05-28;total_cases;17;2020-05-14;2954;2020-05-28;5436;1.84
Canada;2020-05-28;total_cases;34;2020-04-27;48489;2020-05-28;88501;1.83
Cape.Verde;2020-05-28;total_cases;24;2020-05-06;191;2020-05-28;390;2.04
Cayman.Islands;2020-05-28;total_cases;26;2020-05-05;75;2020-05-28;140;1.87
Central.African.Republic;2020-05-28;total_cases;11;2020-05-20;411;2020-05-28;755;1.84
Chad;2020-05-28;total_cases;17;2020-05-14;399;2020-05-28;726;1.82
Chile;2020-05-28;total_cases;13;2020-05-18;46059;2020-05-28;86943;1.89
China;2020-05-28;total_cases;110;2020-02-11;44724;2020-05-28;84106;1.88
Colombia;2020-05-28;total_cases;17;2020-05-14;13610;2020-05-28;25366;1.86
Congo;2020-05-28;total_cases;21;2020-05-10;287;2020-05-28;571;1.99
Costa.Rica;2020-05-28;total_cases;52;2020-04-09;539;2020-05-28;1000;1.86
Cote.d'Ivoire;2020-05-28;total_cases;26;2020-05-05;1464;2020-05-28;2641;1.8
Croatia;2020-05-28;total_cases;55;2020-04-06;1222;2020-05-28;2245;1.84
