"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-14,41444,42253,41848,43979,39717,40993
2020-07-15,42901,43440,43170,45369,40971,42239
2020-07-16,44409,44638,44524,46792,42256,45344
2020-07-17,45970,45844,45907,48245,43569,46710
2020-07-18,47586,47057,47322,49732,44912,46847
2020-07-19,49259,48277,48768,51252,46284,47113
2020-07-20,50990,49502,50246,52805,47687,47449
2020-07-21,52782,50731,51756,54392,49120,49840
2020-07-22,54638,51962,53300,56015,50585,53073
2020-07-23,56558,53195,54876,57671,52081,54841
2020-07-24,58546,54427,56486,59363,53609,57007
2020-07-25,60604,55657,58130,61091,55169,NA
2020-07-26,62735,56885,59810,62856,56764,NA
2020-07-27,64940,58109,61524,64657,58391,NA
2020-07-28,67223,59327,63275,66498,60052,NA
2020-07-29,69586,60538,65062,68376,61748,NA
2020-07-30,72032,61741,66886,70293,63479,NA
2020-07-31,74564,62935,68750,72252,65248,NA
2020-08-01,77185,64119,70652,74250,67054,NA
2020-08-02,79898,65291,72594,76291,68897,NA
2020-08-03,82706,66451,74578,78376,70780,NA
