"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
168,2020-06-16,10,11,12,11
169,2020-06-17,10,12,14,13
170,2020-06-18,11,13,15,12
171,2020-06-19,12,14,16,12
172,2020-06-20,13,15,17,14
173,2020-06-21,14,16,18,16
174,2020-06-22,15,17,19,16
175,2020-06-23,17,19,21,18
176,2020-06-24,17,20,23,19
177,2020-06-25,19,22,25,22
178,2020-06-26,20,23,26,27
179,2020-06-27,22,25,28,NA
180,2020-06-28,24,27,30,NA
181,2020-06-29,25,29,33,NA
182,2020-06-30,27,31,35,NA
183,2020-07-01,30,34,38,NA
184,2020-07-02,31,36,41,NA
185,2020-07-03,34,39,44,NA
186,2020-07-04,37,42,47,NA
187,2020-07-05,39,45,51,NA
188,2020-07-06,43,49,55,NA
