location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-25;total_cases;25;2020-06-03;6679;2020-06-25;12304;1.84
AL;2020-06-25;total_cases;19;2020-06-09;17193;2020-06-25;32065;1.87
AM;2020-06-25;total_cases;31;2020-05-28;36146;2020-06-25;67267;1.86
AP;2020-06-25;total_cases;17;2020-06-11;15166;2020-06-25;27415;1.81
BA;2020-06-25;total_cases;20;2020-06-08;28715;2020-06-25;54291;1.89
CE;2020-06-25;total_cases;25;2020-06-03;56056;2020-06-25;102126;1.82
DF;2020-06-25;total_cases;16;2020-06-12;21396;2020-06-25;38871;1.82
ES;2020-06-25;total_cases;19;2020-06-09;21964;2020-06-25;40246;1.83
GO;2020-06-25;total_cases;13;2020-06-15;10182;2020-06-25;19547;1.92
MA;2020-06-25;total_cases;24;2020-06-04;40629;2020-06-25;74925;1.84
MG;2020-06-25;total_cases;18;2020-06-10;17501;2020-06-25;32769;1.87
MS;2020-06-25;total_cases;13;2020-06-15;3551;2020-06-25;6523;1.84
MT;2020-06-25;total_cases;12;2020-06-16;6388;2020-06-25;12157;1.9
PA;2020-06-25;total_cases;23;2020-06-05;50960;2020-06-25;94036;1.85
PB;2020-06-25;total_cases;19;2020-06-09;22452;2020-06-25;40824;1.82
PE;2020-06-25;total_cases;32;2020-05-27;29919;2020-06-25;55136;1.84
PI;2020-06-25;total_cases;16;2020-06-12;9337;2020-06-25;17080;1.83
PR;2020-06-25;total_cases;13;2020-06-15;9716;2020-06-25;17821;1.83
RJ;2020-06-25;total_cases;26;2020-06-02;56732;2020-06-25;105897;1.87
RN;2020-06-25;total_cases;18;2020-06-10;11568;2020-06-25;22665;1.96
RO;2020-06-25;total_cases;18;2020-06-10;9850;2020-06-25;18173;1.84
RR;2020-06-25;total_cases;17;2020-06-11;6594;2020-06-25;11872;1.8
RS;2020-06-25;total_cases;19;2020-06-09;12802;2020-06-25;23060;1.8
SC;2020-06-25;total_cases;19;2020-06-09;12192;2020-06-25;21951;1.8
SE;2020-06-25;total_cases;16;2020-06-12;11534;2020-06-25;21081;1.83
SP;2020-06-25;total_cases;23;2020-06-05;134565;2020-06-25;248587;1.85
TO;2020-06-25;total_cases;23;2020-06-05;5182;2020-06-25;9425;1.82
