"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,5314,5597,5880,5784
176,2020-06-24,5621,5920,6219,6201
177,2020-06-25,5946,6262,6578,6523
178,2020-06-26,6289,6624,6959,6913
179,2020-06-27,6652,7006,7360,7307
180,2020-06-28,7037,7411,7785,7527
181,2020-06-29,7443,7839,8235,7676
182,2020-06-30,7873,8292,8711,7965
183,2020-07-01,8327,8770,9213,8676
184,2020-07-02,8808,9277,9746,9062
185,2020-07-03,9316,9812,10308,9388
186,2020-07-04,9855,10379,10903,NA
187,2020-07-05,10423,10978,11533,NA
188,2020-07-06,11025,11612,12199,NA
189,2020-07-07,11663,12283,12903,NA
190,2020-07-08,12336,12992,13648,NA
191,2020-07-09,13048,13742,14436,NA
192,2020-07-10,13802,14536,15270,NA
193,2020-07-11,14598,15375,16152,NA
194,2020-07-12,15442,16263,17084,NA
195,2020-07-13,16333,17202,18071,NA
