"dia_ano","dias","otimista","casos_estimados","pessimista","x"
194,2020-07-12,751,815,879,849
195,2020-07-13,785,852,919,852
196,2020-07-14,820,890,960,880
197,2020-07-15,856,929,1002,927
198,2020-07-16,894,971,1048,986
199,2020-07-17,934,1014,1094,1029
200,2020-07-18,975,1059,1143,1079
201,2020-07-19,1019,1107,1195,1092
202,2020-07-20,1065,1156,1247,1106
203,2020-07-21,1112,1208,1304,1154
204,2020-07-22,1161,1261,1361,1193
205,2020-07-23,1214,1318,1422,NA
206,2020-07-24,1267,1376,1485,NA
207,2020-07-25,1324,1438,1552,NA
208,2020-07-26,1383,1502,1621,NA
209,2020-07-27,1445,1569,1693,NA
210,2020-07-28,1509,1639,1769,NA
211,2020-07-29,1577,1712,1847,NA
212,2020-07-30,1648,1789,1930,NA
213,2020-07-31,1720,1868,2016,NA
214,2020-08-01,1798,1952,2106,NA
