"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-07,1994,2097,2046,2194,1898,2199
2020-05-08,2162,2260,2211,2371,2051,2322
2020-05-09,2344,2429,2386,2559,2213,2493
2020-05-10,2541,2602,2572,2759,2385,2613
2020-05-11,2754,2779,2766,2967,2565,2671
2020-05-12,2986,2959,2972,3188,2756,2910
2020-05-13,3236,3141,3188,3419,2957,3005
2020-05-14,3508,3322,3415,3663,3167,3428
2020-05-15,3803,3504,3654,3919,3389,NA
2020-05-16,4123,3683,3903,4186,3620,NA
2020-05-17,4469,3859,4164,4466,3862,NA
2020-05-18,4845,4031,4438,4760,4116,NA
2020-05-19,5252,4198,4725,5068,4382,NA
2020-05-20,5694,4360,5027,5392,4662,NA
2020-05-21,6172,4515,5344,5732,4956,NA
