"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
171,2020-06-19,105,119,133,119
172,2020-06-20,108,123,138,119
173,2020-06-21,112,127,142,119
174,2020-06-22,115,131,147,125
175,2020-06-23,119,135,151,131
176,2020-06-24,122,139,156,138
177,2020-06-25,126,143,160,147
178,2020-06-26,129,147,165,158
179,2020-06-27,133,151,169,158
180,2020-06-28,136,155,174,160
181,2020-06-29,140,159,178,168
182,2020-06-30,143,163,183,NA
183,2020-07-01,147,167,187,NA
184,2020-07-02,149,170,191,NA
185,2020-07-03,153,174,195,NA
186,2020-07-04,156,177,198,NA
187,2020-07-05,159,181,203,NA
188,2020-07-06,162,184,206,NA
189,2020-07-07,164,187,210,NA
190,2020-07-08,167,190,213,NA
191,2020-07-09,170,194,218,NA
