"dia_ano","dias","otimista","casos_estimados","pessimista","x"
188,2020-07-06,1162,1218,1274,1248
189,2020-07-07,1192,1250,1308,1291
190,2020-07-08,1224,1283,1342,1326
191,2020-07-09,1253,1314,1375,1345
192,2020-07-10,1284,1346,1408,1356
193,2020-07-11,1313,1377,1441,1380
194,2020-07-12,1343,1408,1473,1394
195,2020-07-13,1371,1438,1505,1404
196,2020-07-14,1400,1468,1536,1432
197,2020-07-15,1428,1497,1566,1473
198,2020-07-16,1455,1526,1597,1501
199,2020-07-17,1482,1554,1626,NA
200,2020-07-18,1508,1581,1654,NA
201,2020-07-19,1534,1608,1682,NA
202,2020-07-20,1559,1635,1711,NA
203,2020-07-21,1583,1660,1737,NA
204,2020-07-22,1607,1685,1763,NA
205,2020-07-23,1630,1709,1788,NA
206,2020-07-24,1653,1733,1813,NA
207,2020-07-25,1674,1755,1836,NA
208,2020-07-26,1695,1777,1859,NA
