"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,2229,2309,2389,2271
161,2020-06-09,2247,2328,2409,2315
162,2020-06-10,2264,2345,2426,2363
163,2020-06-11,2279,2361,2443,2400
164,2020-06-12,2293,2375,2457,2429
165,2020-06-13,2305,2388,2471,2465
166,2020-06-14,2318,2401,2484,2492
167,2020-06-15,2329,2412,2495,2512
168,2020-06-16,2338,2422,2506,NA
169,2020-06-17,2347,2431,2515,NA
170,2020-06-18,2355,2439,2523,NA
171,2020-06-19,2362,2447,2532,NA
172,2020-06-20,2369,2454,2539,NA
173,2020-06-21,2375,2460,2545,NA
174,2020-06-22,2381,2466,2551,NA
