"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,21,25,29,24
176,2020-06-24,22,26,30,24
177,2020-06-25,23,27,31,24
178,2020-06-26,23,28,33,25
179,2020-06-27,24,29,34,25
180,2020-06-28,25,30,35,27
181,2020-06-29,26,31,36,31
182,2020-06-30,28,33,38,34
183,2020-07-01,29,34,39,36
184,2020-07-02,29,35,41,39
185,2020-07-03,31,37,43,41
186,2020-07-04,32,38,44,NA
187,2020-07-05,34,40,46,NA
188,2020-07-06,34,41,48,NA
189,2020-07-07,36,43,50,NA
190,2020-07-08,38,45,52,NA
191,2020-07-09,39,47,55,NA
192,2020-07-10,40,48,56,NA
193,2020-07-11,42,50,58,NA
194,2020-07-12,44,52,60,NA
195,2020-07-13,46,55,64,NA
