"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
183,2020-07-01,57,63,69,69
184,2020-07-02,61,67,73,69
185,2020-07-03,65,71,77,72
186,2020-07-04,68,75,82,73
187,2020-07-05,72,79,86,73
188,2020-07-06,76,83,90,76
189,2020-07-07,79,87,95,83
190,2020-07-08,83,91,99,89
191,2020-07-09,87,95,103,94
192,2020-07-10,91,100,109,100
193,2020-07-11,95,104,113,113
194,2020-07-12,98,108,118,NA
195,2020-07-13,102,112,122,NA
196,2020-07-14,106,116,126,NA
197,2020-07-15,109,120,131,NA
198,2020-07-16,113,124,135,NA
199,2020-07-17,117,128,139,NA
200,2020-07-18,119,131,143,NA
201,2020-07-19,123,135,147,NA
202,2020-07-20,126,138,150,NA
203,2020-07-21,129,141,153,NA
