"dia_ano","dias","otimista","casos_estimados","pessimista","x"
153,2020-06-01,122,137,152,127
154,2020-06-02,128,143,158,155
155,2020-06-03,134,150,166,159
156,2020-06-04,140,157,174,164
157,2020-06-05,147,165,183,167
158,2020-06-06,155,173,191,172
159,2020-06-07,162,181,200,173
160,2020-06-08,170,190,210,173
161,2020-06-09,178,199,220,NA
162,2020-06-10,187,209,231,NA
163,2020-06-11,196,219,242,NA
164,2020-06-12,205,229,253,NA
165,2020-06-13,214,240,266,NA
166,2020-06-14,225,252,279,NA
167,2020-06-15,236,264,292,NA
