"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,24,31,38,32
166,2020-06-14,27,35,43,32
167,2020-06-15,30,38,46,37
168,2020-06-16,32,41,50,44
169,2020-06-17,35,45,55,50
170,2020-06-18,39,50,61,59
171,2020-06-19,42,54,66,63
172,2020-06-20,47,60,73,65
173,2020-06-21,51,65,79,65
174,2020-06-22,56,72,88,66
175,2020-06-23,61,78,95,68
176,2020-06-24,67,86,105,NA
177,2020-06-25,74,94,114,NA
178,2020-06-26,81,103,125,NA
179,2020-06-27,88,113,138,NA
180,2020-06-28,97,124,151,NA
181,2020-06-29,106,135,164,NA
182,2020-06-30,116,148,180,NA
183,2020-07-01,128,163,198,NA
184,2020-07-02,139,178,217,NA
185,2020-07-03,153,195,237,NA
