"dia_ano","dias","otimista","casos_estimados","pessimista","x"
123,2020-05-02,81,96,111,102
124,2020-05-03,90,106,122,114
125,2020-05-04,98,116,134,122
126,2020-05-05,109,128,147,133
127,2020-05-06,119,140,161,145
128,2020-05-07,131,154,177,155
129,2020-05-08,144,170,196,165
130,2020-05-09,158,186,214,172
131,2020-05-10,174,205,236,NA
132,2020-05-11,191,225,259,NA
133,2020-05-12,210,248,286,NA
134,2020-05-13,231,272,313,NA
135,2020-05-14,254,299,344,NA
136,2020-05-15,279,329,379,NA
137,2020-05-16,306,361,416,NA
