"dia_ano","dias","otimista","casos_estimados","pessimista","x"
167,2020-06-15,289,318,347,332
168,2020-06-16,303,334,365,346
169,2020-06-17,318,350,382,360
170,2020-06-18,332,366,400,374
171,2020-06-19,348,384,420,391
172,2020-06-20,365,402,439,409
173,2020-06-21,383,422,461,417
174,2020-06-22,401,442,483,431
175,2020-06-23,420,463,506,444
176,2020-06-24,441,486,531,455
177,2020-06-25,462,509,556,467
178,2020-06-26,484,534,584,NA
179,2020-06-27,507,559,611,NA
180,2020-06-28,532,586,640,NA
181,2020-06-29,557,614,671,NA
182,2020-06-30,584,644,704,NA
183,2020-07-01,612,675,738,NA
184,2020-07-02,641,707,773,NA
185,2020-07-03,673,742,811,NA
186,2020-07-04,705,777,849,NA
187,2020-07-05,739,815,891,NA
