location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-22;total_cases;40;2020-06-15;9771;2020-07-22;17979;1.84
AL;2020-07-22;total_cases;34;2020-06-21;28657;2020-07-22;51680;1.8
AM;2020-07-22;total_cases;46;2020-06-09;51234;2020-07-22;92721;1.81
AP;2020-07-22;total_cases;38;2020-06-17;18618;2020-07-22;34660;1.86
BA;2020-07-22;total_cases;25;2020-06-30;73307;2020-07-22;133245;1.82
CE;2020-07-22;total_cases;38;2020-06-17;84967;2020-07-22;153108;1.8
DF;2020-07-22;total_cases;26;2020-06-29;47071;2020-07-22;87801;1.87
ES;2020-07-22;total_cases;30;2020-06-25;40246;2020-07-22;73688;1.83
GO;2020-07-22;total_cases;23;2020-07-02;26263;2020-07-22;47284;1.8
MA;2020-07-22;total_cases;40;2020-06-15;60592;2020-07-22;109731;1.81
MG;2020-07-22;total_cases;22;2020-07-03;53351;2020-07-22;98741;1.85
MS;2020-07-22;total_cases;19;2020-07-06;10253;2020-07-22;18889;1.84
MT;2020-07-22;total_cases;19;2020-07-06;21496;2020-07-22;38772;1.8
PA;2020-07-22;total_cases;37;2020-06-18;76623;2020-07-22;142358;1.86
PB;2020-07-22;total_cases;32;2020-06-23;38999;2020-07-22;70972;1.82
PE;2020-07-22;total_cases;42;2020-06-13;44671;2020-07-22;81382;1.82
PI;2020-07-22;total_cases;24;2020-07-01;22059;2020-07-22;41815;1.9
PR;2020-07-22;total_cases;19;2020-07-06;32769;2020-07-22;59927;1.83
RJ;2020-07-22;total_cases;40;2020-06-15;80946;2020-07-22;148623;1.84
RN;2020-07-22;total_cases;27;2020-06-28;24456;2020-07-22;45184;1.85
RO;2020-07-22;total_cases;30;2020-06-25;18173;2020-07-22;32935;1.81
RR;2020-07-22;total_cases;25;2020-06-30;14641;2020-07-22;26954;1.84
RS;2020-07-22;total_cases;23;2020-07-02;29195;2020-07-22;53073;1.82
SC;2020-07-22;total_cases;20;2020-07-05;32969;2020-07-22;59556;1.81
SE;2020-07-22;total_cases;23;2020-07-02;26612;2020-07-22;48140;1.81
SP;2020-07-22;total_cases;31;2020-06-24;238822;2020-07-22;439446;1.84
TO;2020-07-22;total_cases;26;2020-06-29;10359;2020-07-22;18850;1.82
