"dia_ano","dias","otimista","casos_estimados","pessimista","x"
161,2020-06-09,440,456,472,459
162,2020-06-10,457,474,491,487
163,2020-06-11,474,492,510,496
164,2020-06-12,493,511,529,514
165,2020-06-13,510,529,548,533
166,2020-06-14,528,548,568,534
167,2020-06-15,547,567,587,553
168,2020-06-16,564,585,606,585
169,2020-06-17,582,603,624,NA
170,2020-06-18,600,622,644,NA
171,2020-06-19,617,640,663,NA
172,2020-06-20,634,657,680,NA
173,2020-06-21,651,675,699,NA
174,2020-06-22,667,692,717,NA
175,2020-06-23,684,709,734,NA
