"dia_ano","dias","otimista","casos_estimados","pessimista","x"
170,2020-06-18,1190,1227,1264,1217
171,2020-06-19,1225,1263,1301,1265
172,2020-06-20,1259,1298,1337,1297
173,2020-06-21,1292,1332,1372,1326
174,2020-06-22,1324,1366,1408,1362
175,2020-06-23,1357,1400,1443,1425
176,2020-06-24,1389,1433,1477,1463
177,2020-06-25,1420,1464,1508,1490
178,2020-06-26,1451,1496,1541,1507
179,2020-06-27,1480,1526,1572,1507
180,2020-06-28,1509,1556,1603,1568
181,2020-06-29,1536,1584,1632,NA
182,2020-06-30,1563,1612,1661,NA
183,2020-07-01,1589,1639,1689,NA
184,2020-07-02,1613,1664,1715,NA
185,2020-07-03,1638,1689,1740,NA
186,2020-07-04,1661,1713,1765,NA
187,2020-07-05,1683,1736,1789,NA
188,2020-07-06,1705,1758,1811,NA
189,2020-07-07,1725,1779,1833,NA
190,2020-07-08,1744,1799,1854,NA
