"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,214,225,236,216
170,2020-06-18,220,231,242,222
171,2020-06-19,227,238,249,234
172,2020-06-20,233,245,257,237
173,2020-06-21,239,251,263,246
174,2020-06-22,246,258,270,256
175,2020-06-23,253,265,277,263
176,2020-06-24,259,272,285,279
177,2020-06-25,267,280,293,289
178,2020-06-26,273,287,301,298
179,2020-06-27,281,295,309,304
180,2020-06-28,288,302,316,NA
181,2020-06-29,295,310,325,NA
182,2020-06-30,303,318,333,NA
183,2020-07-01,311,326,341,NA
184,2020-07-02,318,334,350,NA
185,2020-07-03,326,342,358,NA
186,2020-07-04,334,350,366,NA
187,2020-07-05,341,358,375,NA
188,2020-07-06,349,366,383,NA
189,2020-07-07,357,375,393,NA
