"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","mortes_confirmadas","latitude","longitude","region"
"Brazil","2019-12-30",3127,3928,4729,149,0,0,0,0,"South America"
"Brazil","2019-12-31",3228,4055,4882,154,0,0,0,0,"South America"
"Brazil","2020-01-01",3332,4185,5038,159,0,0,0,0,"South America"
"Brazil","2020-01-02",3439,4320,5201,164,0,0,0,0,"South America"
"Brazil","2020-01-03",3550,4459,5368,169,0,0,0,0,"South America"
"Brazil","2020-01-04",3665,4603,5541,174,0,0,0,0,"South America"
"Brazil","2020-01-05",3782,4751,5720,180,0,0,0,0,"South America"
"Brazil","2020-01-06",3904,4904,5904,186,0,0,0,0,"South America"
"Brazil","2020-01-07",4030,5062,6094,192,0,0,0,0,"South America"
"Brazil","2020-01-08",4160,5225,6290,198,0,0,0,0,"South America"
"Brazil","2020-01-09",4293,5393,6493,204,0,0,0,0,"South America"
"Brazil","2020-01-10",4432,5567,6702,211,0,0,0,0,"South America"
"Brazil","2020-01-11",4574,5746,6918,218,0,0,0,0,"South America"
"Brazil","2020-01-12",4722,5931,7140,225,0,0,0,0,"South America"
"Brazil","2020-01-13",4874,6122,7370,232,0,0,0,0,"South America"
"Brazil","2020-01-14",5031,6319,7607,239,0,0,0,0,"South America"
"Brazil","2020-01-15",5193,6523,7853,247,0,0,0,0,"South America"
"Brazil","2020-01-16",5360,6733,8106,255,0,0,0,0,"South America"
"Brazil","2020-01-17",5532,6949,8366,263,0,0,0,0,"South America"
"Brazil","2020-01-18",5711,7173,8635,272,0,0,0,0,"South America"
"Brazil","2020-01-19",5894,7404,8914,280,0,0,0,0,"South America"
"Brazil","2020-01-20",6085,7643,9201,290,0,0,0,0,"South America"
"Brazil","2020-01-21",6281,7889,9497,299,0,0,0,0,"South America"
"Brazil","2020-01-22",6483,8143,9803,308,0,0,0,0,"South America"
"Brazil","2020-01-23",6691,8405,10119,318,0,0,0,0,"South America"
"Brazil","2020-01-24",6907,8676,10445,329,0,0,0,0,"South America"
"Brazil","2020-01-25",7129,8955,10781,339,0,0,0,0,"South America"
"Brazil","2020-01-26",7359,9243,11127,350,0,0,0,0,"South America"
"Brazil","2020-01-27",7596,9541,11486,361,0,0,0,0,"South America"
"Brazil","2020-01-28",7840,9848,11856,373,0,0,0,0,"South America"
"Brazil","2020-01-29",8093,10165,12237,385,0,0,0,0,"South America"
"Brazil","2020-01-30",8354,10493,12632,397,0,0,0,0,"South America"
"Brazil","2020-01-31",8623,10831,13039,410,0,0,0,0,"South America"
"Brazil","2020-02-01",8900,11179,13458,423,0,0,0,0,"South America"
"Brazil","2020-02-02",9186,11539,13892,437,0,0,0,0,"South America"
"Brazil","2020-02-03",9483,11911,14339,451,0,0,0,0,"South America"
"Brazil","2020-02-04",9787,12294,14801,466,0,0,0,0,"South America"
"Brazil","2020-02-05",10103,12690,15277,481,0,0,0,0,"South America"
"Brazil","2020-02-06",10428,13099,15770,496,0,0,0,0,"South America"
"Brazil","2020-02-07",10764,13521,16278,512,0,0,0,0,"South America"
"Brazil","2020-02-08",11111,13956,16801,529,0,0,0,0,"South America"
"Brazil","2020-02-09",11468,14405,17342,546,0,0,0,0,"South America"
"Brazil","2020-02-10",11837,14869,17901,563,0,0,0,0,"South America"
"Brazil","2020-02-11",12219,15348,18477,581,0,0,0,0,"South America"
"Brazil","2020-02-12",12612,15842,19072,600,0,0,0,0,"South America"
"Brazil","2020-02-13",13019,16353,19687,619,0,0,0,0,"South America"
"Brazil","2020-02-14",13438,16879,20320,639,0,0,0,0,"South America"
"Brazil","2020-02-15",13871,17423,20975,660,0,0,0,0,"South America"
"Brazil","2020-02-16",14317,17984,21651,681,0,0,0,0,"South America"
"Brazil","2020-02-17",14778,18563,22348,703,0,0,0,0,"South America"
"Brazil","2020-02-18",15254,19160,23066,726,0,0,0,0,"South America"
"Brazil","2020-02-19",15745,19777,23809,749,0,0,0,0,"South America"
"Brazil","2020-02-20",16252,20414,24576,773,0,0,0,0,"South America"
"Brazil","2020-02-21",16776,21072,25368,798,0,0,0,0,"South America"
"Brazil","2020-02-22",17316,21750,26184,824,0,0,0,0,"South America"
"Brazil","2020-02-23",17874,22451,27028,850,0,0,0,0,"South America"
"Brazil","2020-02-24",18448,23173,27898,878,0,0,0,0,"South America"
"Brazil","2020-02-25",19043,23920,28797,906,1,0,0,0,"South America"
"Brazil","2020-02-26",19656,24690,29724,935,1,0,0,0,"South America"
"Brazil","2020-02-27",20289,25485,30681,965,1,0,0,0,"South America"
"Brazil","2020-02-28",20943,26306,31669,996,1,0,0,0,"South America"
"Brazil","2020-02-29",21617,27153,32689,1029,2,0,0,0,"South America"
"Brazil","2020-03-01",22313,28027,33741,1062,2,0,0,0,"South America"
"Brazil","2020-03-02",23031,28929,34827,1096,2,0,0,0,"South America"
"Brazil","2020-03-03",23773,29861,35949,1131,2,0,0,0,"South America"
"Brazil","2020-03-04",24539,30823,37107,1168,3,0,0,0,"South America"
"Brazil","2020-03-05",25328,31815,38302,1205,8,0,0,0,"South America"
"Brazil","2020-03-06",26144,32840,39536,1244,13,0,0,0,"South America"
"Brazil","2020-03-07",26986,33897,40808,1284,13,0,0,0,"South America"
"Brazil","2020-03-08",27855,34989,42123,1325,25,0,0,0,"South America"
"Brazil","2020-03-09",28752,36115,43478,1368,25,0,0,0,"South America"
"Brazil","2020-03-10",29678,37278,44878,1412,34,0,0,0,"South America"
"Brazil","2020-03-11",30634,38479,46324,1458,52,0,0,0,"South America"
"Brazil","2020-03-12",31620,39718,47816,1505,77,0,0,0,"South America"
"Brazil","2020-03-13",32638,40997,49356,1553,98,0,0,0,"South America"
"Brazil","2020-03-14",33689,42317,50945,1603,121,0,0,0,"South America"
"Brazil","2020-03-15",34774,43679,52584,1655,200,0,0,0,"South America"
"Brazil","2020-03-16",35894,45086,54278,1708,234,1,0,0,"South America"
"Brazil","2020-03-17",37050,46538,56026,1763,291,4,0,0,"South America"
"Brazil","2020-03-18",38242,48036,57830,1820,428,6,0,0,"South America"
"Brazil","2020-03-19",39474,49583,59692,1878,621,11,0,0,"South America"
"Brazil","2020-03-20",40745,51180,61615,1939,904,18,0,0,"South America"
"Brazil","2020-03-21",42057,52828,63599,2001,1128,25,0,0,"South America"
"Brazil","2020-03-22",43411,54529,65647,2066,1546,34,0,0,"South America"
"Brazil","2020-03-23",44809,56285,67761,2132,1891,46,0,0,"South America"
"Brazil","2020-03-24",46252,58097,69942,2201,2201,57,0,0,"South America"
"Brazil","2020-03-25",47742,59968,72194,2272,2433,77,0,0,"South America"
"Brazil","2020-03-26",49279,61899,74519,2345,2915,92,0,0,"South America"
"Brazil","2020-03-27",50865,63892,76919,2420,3417,114,0,0,"South America"
"Brazil","2020-03-28",52503,65949,79395,2498,3904,136,0,0,"South America"
"Brazil","2020-03-29",54194,68073,81952,2579,4256,159,0,0,"South America"
"Brazil","2020-03-30",55939,70265,84591,2662,4579,201,0,0,"South America"
"Brazil","2020-03-31",57741,72528,87315,2747,5717,241,0,0,"South America"
"Brazil","2020-04-01",59600,74863,90126,2836,6836,299,0,0,"South America"
"Brazil","2020-04-02",61519,77274,93029,2927,7910,359,0,0,"South America"
"Brazil","2020-04-03",63500,79762,96024,3021,9056,432,0,0,"South America"
"Brazil","2020-04-04",65544,82330,99116,3119,10278,486,0,0,"South America"
"Brazil","2020-04-05",67656,84982,102308,3219,11130,553,0,0,"South America"
"Brazil","2020-04-06",69834,87718,105602,3323,12056,667,0,0,"South America"
"Brazil","2020-04-07",72083,90543,109003,3430,13717,800,0,0,"South America"
"Brazil","2020-04-08",74403,93458,112513,3540,15927,941,0,0,"South America"
"Brazil","2020-04-09",76800,96468,116136,3654,17857,1056,0,0,"South America"
"Brazil","2020-04-10",79273,99574,119875,3772,19638,1124,0,0,"South America"
"Brazil","2020-04-11",81825,102780,123735,3893,20727,1223,0,0,"South America"
"Brazil","2020-04-12",84460,106090,127720,4019,22169,1328,0,0,"South America"
"Brazil","2020-04-13",87180,109506,131832,4148,23430,1532,0,0,"South America"
"Brazil","2020-04-14",89987,113032,136077,4282,25262,1736,0,0,"South America"
"Brazil","2020-04-15",92885,116672,140459,4420,28320,1924,0,0,"South America"
"Brazil","2020-04-16",95876,120429,144982,4562,30425,2141,0,0,"South America"
"Brazil","2020-04-17",98963,124307,149651,4709,33682,2347,0,0,"South America"
"Brazil","2020-04-18",102150,128310,154470,4860,36599,2462,0,0,"South America"
"Brazil","2020-04-19",105439,132442,159445,5017,38654,2575,0,0,"South America"
"Brazil","2020-04-20",108834,136706,164578,5178,40581,2741,0,0,"South America"
"Brazil","2020-04-21",112338,141108,169878,5345,43079,2906,0,0,"South America"
