"dia_ano","dias","otimista","casos_estimados","pessimista","x"
154,2020-06-02,470,496,522,482
155,2020-06-03,490,517,544,506
156,2020-06-04,509,537,565,531
157,2020-06-05,528,557,586,557
158,2020-06-06,546,577,608,582
159,2020-06-07,565,597,629,622
160,2020-06-08,583,616,649,622
161,2020-06-09,600,634,668,640
162,2020-06-10,617,652,687,NA
163,2020-06-11,635,670,705,NA
164,2020-06-12,650,686,722,NA
165,2020-06-13,665,702,739,NA
166,2020-06-14,680,718,756,NA
167,2020-06-15,694,733,772,NA
168,2020-06-16,707,747,787,NA
