"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
139,2020-05-18,14831,15252,15673,14734
140,2020-05-19,16124,16582,17040,16295
141,2020-05-20,17496,17992,18488,18135
142,2020-05-21,18942,19479,20016,19756
143,2020-05-22,20460,21041,21622,21469
144,2020-05-23,22049,22675,23301,22697
145,2020-05-24,23702,24375,25048,24125
146,2020-05-25,25415,26136,26857,26077
147,2020-05-26,27178,27949,28720,NA
148,2020-05-27,28984,29806,30628,NA
149,2020-05-28,30823,31698,32573,NA
150,2020-05-29,32687,33615,34543,NA
151,2020-05-30,34566,35547,36528,NA
152,2020-05-31,36447,37481,38515,NA
153,2020-06-01,38320,39407,40494,NA
