"dia_ano","dias","otimista","casos_estimados","pessimista","x"
128,2020-05-07,781,858,935,903
129,2020-05-08,849,932,1015,966
130,2020-05-09,922,1012,1102,1062
131,2020-05-10,1001,1099,1197,1114
132,2020-05-11,1087,1194,1301,1189
133,2020-05-12,1180,1296,1412,1280
134,2020-05-13,1282,1408,1534,1389
135,2020-05-14,1392,1529,1666,1413
136,2020-05-15,1512,1660,1808,NA
137,2020-05-16,1642,1803,1964,NA
138,2020-05-17,1783,1958,2133,NA
139,2020-05-18,1936,2126,2316,NA
140,2020-05-19,2103,2309,2515,NA
141,2020-05-20,2283,2507,2731,NA
142,2020-05-21,2480,2723,2966,NA
