location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-01;total_cases;65;2020-07-01;13715;2020-09-01;24840;1.81
AL;2020-09-01;total_cases;56;2020-07-10;43959;2020-09-01;79258;1.8
AM;2020-09-01;total_cases;72;2020-06-24;66764;2020-09-01;120919;1.81
AP;2020-09-01;total_cases;75;2020-06-21;21840;2020-09-01;43514;1.99
BA;2020-09-01;total_cases;42;2020-07-24;142767;2020-09-01;259418;1.82
CE;2020-09-01;total_cases;63;2020-07-03;118041;2020-09-01;216333;1.83
DF;2020-09-01;total_cases;43;2020-07-23;90023;2020-09-01;163498;1.82
ES;2020-09-01;total_cases;56;2020-07-10;61356;2020-09-01;111979;1.83
GO;2020-09-01;total_cases;31;2020-08-04;73231;2020-09-01;135460;1.85
MA;2020-09-01;total_cases;65;2020-07-01;83256;2020-09-01;152681;1.83
MG;2020-09-01;total_cases;37;2020-07-29;119394;2020-09-01;218781;1.83
MS;2020-09-01;total_cases;32;2020-08-03;26645;2020-09-01;49820;1.87
MT;2020-09-01;total_cases;36;2020-07-30;50447;2020-09-01;92856;1.84
PA;2020-09-01;total_cases;63;2020-07-03;110411;2020-09-01;200985;1.82
PB;2020-09-01;total_cases;56;2020-07-10;59118;2020-09-01;106605;1.8
PE;2020-09-01;total_cases;56;2020-07-10;70100;2020-09-01;127287;1.82
PI;2020-09-01;total_cases;43;2020-07-23;43179;2020-09-01;77859;1.8
PR;2020-09-01;total_cases;36;2020-07-30;73488;2020-09-01;133574;1.82
RJ;2020-09-01;total_cases;59;2020-07-07;124086;2020-09-01;226800;1.83
RN;2020-09-01;total_cases;62;2020-07-04;34257;2020-09-01;61991;1.81
RO;2020-09-01;total_cases;45;2020-07-21;30642;2020-09-01;55768;1.82
RR;2020-09-01;total_cases;51;2020-07-15;23681;2020-09-01;43707;1.85
RS;2020-09-01;total_cases;34;2020-08-01;70456;2020-09-01;127799;1.81
SC;2020-09-01;total_cases;29;2020-08-06;98634;2020-09-01;180474;1.83
SE;2020-09-01;total_cases;51;2020-07-15;40139;2020-09-01;72721;1.81
SP;2020-09-01;total_cases;43;2020-07-23;452007;2020-09-01;814375;1.8
TO;2020-09-01;total_cases;30;2020-08-05;28312;2020-09-01;51629;1.82
