location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-31;total_deaths;70;2020-06-25;335;2020-08-31;612;1.83
AL;2020-08-31;total_deaths;66;2020-06-29;1032;2020-08-31;1887;1.83
AM;2020-08-31;total_deaths;97;2020-05-29;2011;2020-08-31;3649;1.81
AP;2020-08-31;total_deaths;74;2020-06-21;359;2020-08-31;661;1.84
BA;2020-08-31;total_deaths;43;2020-07-22;2988;2020-08-31;5397;1.81
CE;2020-08-31;total_deaths;84;2020-06-11;4663;2020-08-31;8409;1.8
DF;2020-08-31;total_deaths;37;2020-07-28;1391;2020-08-31;2521;1.81
ES;2020-08-31;total_deaths;63;2020-07-02;1728;2020-08-31;3158;1.83
GO;2020-08-31;total_deaths;31;2020-08-03;1716;2020-08-31;3094;1.8
MA;2020-08-31;total_deaths;69;2020-06-26;1906;2020-08-31;3446;1.81
MG;2020-08-31;total_deaths;30;2020-08-04;2894;2020-08-31;5335;1.84
MS;2020-08-31;total_deaths;28;2020-08-06;458;2020-08-31;862;1.88
MT;2020-08-31;total_deaths;41;2020-07-24;1501;2020-08-31;2751;1.83
PA;2020-08-31;total_deaths;92;2020-06-03;3193;2020-08-31;6146;1.92
PB;2020-08-31;total_deaths;51;2020-07-14;1342;2020-08-31;2450;1.83
PE;2020-08-31;total_deaths;75;2020-06-20;4148;2020-08-31;7593;1.83
PI;2020-08-31;total_deaths;51;2020-07-14;992;2020-08-31;1825;1.84
PR;2020-08-31;total_deaths;36;2020-07-29;1814;2020-08-31;3290;1.81
RJ;2020-08-31;total_deaths;74;2020-06-21;8875;2020-08-31;16065;1.81
RN;2020-08-31;total_deaths;59;2020-07-06;1248;2020-08-31;2256;1.81
RO;2020-08-31;total_deaths;53;2020-07-12;628;2020-08-31;1148;1.83
RR;2020-08-31;total_deaths;64;2020-07-01;314;2020-08-31;587;1.87
RS;2020-08-31;total_deaths;34;2020-07-31;1876;2020-08-31;3435;1.83
SC;2020-08-31;total_deaths;30;2020-08-04;1235;2020-08-31;2260;1.83
SE;2020-08-31;total_deaths;52;2020-07-13;1012;2020-08-31;1857;1.83
SP;2020-08-31;total_deaths;58;2020-07-07;16475;2020-08-31;30014;1.82
TO;2020-08-31;total_deaths;35;2020-07-30;368;2020-08-31;673;1.83
