"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,15,20,25,18
173,2020-06-21,16,21,26,18
174,2020-06-22,18,23,28,18
175,2020-06-23,20,26,32,24
176,2020-06-24,22,28,34,29
177,2020-06-25,24,31,38,34
178,2020-06-26,26,34,42,34
179,2020-06-27,28,37,46,40
180,2020-06-28,32,41,50,45
181,2020-06-29,35,45,55,46
182,2020-06-30,38,49,60,48
183,2020-07-01,41,53,65,NA
184,2020-07-02,45,59,73,NA
185,2020-07-03,49,64,79,NA
186,2020-07-04,54,70,86,NA
187,2020-07-05,59,77,95,NA
188,2020-07-06,65,84,103,NA
189,2020-07-07,71,92,113,NA
190,2020-07-08,78,101,124,NA
191,2020-07-09,85,111,137,NA
192,2020-07-10,93,121,149,NA
