"dia_ano","dias","otimista","casos_estimados","pessimista","x"
156,2020-06-04,3516,3711,3906,3813
157,2020-06-05,3629,3831,4033,3890
158,2020-06-06,3741,3949,4157,3965
159,2020-06-07,3851,4065,4279,3982
160,2020-06-08,3958,4178,4398,4120
161,2020-06-09,4063,4289,4515,4309
162,2020-06-10,4164,4396,4628,4480
163,2020-06-11,4264,4501,4738,4663
164,2020-06-12,4360,4602,4844,NA
165,2020-06-13,4452,4699,4946,NA
166,2020-06-14,4541,4793,5045,NA
167,2020-06-15,4626,4883,5140,NA
168,2020-06-16,4708,4970,5232,NA
169,2020-06-17,4787,5053,5319,NA
170,2020-06-18,4862,5132,5402,NA
