location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-24;total_deaths;17;2020-05-10;120;2020-05-24;218;1.82
Albania;2020-05-24;total_deaths;54;2020-04-03;17;2020-05-24;32;1.88
Algeria;2020-05-24;total_deaths;43;2020-04-14;325;2020-05-24;600;1.85
Andorra;2020-05-24;total_deaths;46;2020-04-11;28;2020-05-24;51;1.82
Angola;2020-05-24;total_deaths;7;2020-05-19;2;2020-05-24;4;2
Argentina;2020-05-24;total_deaths;24;2020-05-03;246;2020-05-24;452;1.84
Armenia;2020-05-24;total_deaths;17;2020-05-10;45;2020-05-24;81;1.8
Australia;2020-05-24;total_deaths;47;2020-04-10;54;2020-05-24;102;1.89
Austria;2020-05-24;total_deaths;45;2020-04-12;350;2020-05-24;640;1.83
Azerbaijan;2020-05-24;total_deaths;22;2020-05-05;26;2020-05-24;49;1.88
Bahamas;2020-05-24;total_deaths;50;2020-04-07;6;2020-05-24;11;1.83
Bahrain;2020-05-24;total_deaths;34;2020-04-22;7;2020-05-24;14;2
Bangladesh;2020-05-24;total_deaths;15;2020-05-12;250;2020-05-24;480;1.92
Belarus;2020-05-24;total_deaths;22;2020-05-05;107;2020-05-24;199;1.86
Belgium;2020-05-24;total_deaths;41;2020-04-16;4857;2020-05-24;9280;1.91
Belize;2020-05-24;total_deaths;47;2020-04-09;1;2020-05-24;2;2
Bermuda;2020-05-24;total_deaths;31;2020-04-26;5;2020-05-24;9;1.8
Bolivia;2020-05-24;total_deaths;15;2020-05-12;128;2020-05-24;250;1.95
Bosnia.and.Herzegovina;2020-05-24;total_deaths;22;2020-05-05;79;2020-05-24;144;1.82
Brazil;2020-05-24;total_deaths;15;2020-05-12;12400;2020-05-24;22666;1.83
Bulgaria;2020-05-24;total_deaths;25;2020-05-02;72;2020-05-24;130;1.81
Burkina.Faso;2020-05-24;total_deaths;44;2020-04-13;28;2020-05-24;52;1.86
Canada;2020-05-24;total_deaths;25;2020-05-02;3566;2020-05-24;6424;1.8
Chad;2020-05-24;total_deaths;16;2020-05-11;31;2020-05-24;60;1.94
Chile;2020-05-24;total_deaths;12;2020-05-15;394;2020-05-24;718;1.82
China;2020-05-24;total_deaths;95;2020-02-22;2445;2020-05-24;4638;1.9
Colombia;2020-05-24;total_deaths;21;2020-05-06;397;2020-05-24;727;1.83
Congo;2020-05-24;total_deaths;28;2020-04-28;8;2020-05-24;16;2
Cote.d'Ivoire;2020-05-24;total_deaths;24;2020-05-02;15;2020-05-24;30;2
Croatia;2020-05-24;total_deaths;31;2020-04-26;55;2020-05-24;99;1.8
Cuba;2020-05-24;total_deaths;34;2020-04-23;43;2020-05-24;82;1.91
Cyprus;2020-05-24;total_deaths;49;2020-04-08;9;2020-05-24;17;1.89
