"dia_ano","dias","otimista","casos_estimados","pessimista","x"
167,2020-06-15,30,35,40,33
168,2020-06-16,32,37,42,36
169,2020-06-17,33,38,43,36
170,2020-06-18,34,40,46,39
171,2020-06-19,35,41,47,40
172,2020-06-20,37,43,49,43
173,2020-06-21,39,45,51,45
174,2020-06-22,39,46,53,47
175,2020-06-23,41,48,55,55
176,2020-06-24,43,50,57,56
177,2020-06-25,45,52,59,61
178,2020-06-26,46,54,62,NA
179,2020-06-27,48,56,64,NA
180,2020-06-28,51,59,67,NA
181,2020-06-29,52,61,70,NA
182,2020-06-30,54,63,72,NA
183,2020-07-01,57,66,75,NA
184,2020-07-02,58,68,78,NA
185,2020-07-03,61,71,81,NA
186,2020-07-04,63,74,85,NA
187,2020-07-05,66,77,88,NA
