"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
101,2020-04-10,372,547,722,643
102,2020-04-11,407,598,789,676
103,2020-04-12,444,653,862,738
104,2020-04-13,485,714,943,756
105,2020-04-14,530,780,1030,791
106,2020-04-15,579,852,1125,803
107,2020-04-16,634,932,1230,832
108,2020-04-17,692,1018,1344,874
109,2020-04-18,757,1113,1469,NA
110,2020-04-19,827,1216,1605,NA
111,2020-04-20,903,1329,1755,NA
112,2020-04-21,987,1452,1917,NA
113,2020-04-22,1079,1587,2095,NA
114,2020-04-23,1179,1734,2289,NA
115,2020-04-24,1288,1895,2502,NA
