"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-26,7621,7620,7620,7910,7330,7516
2020-05-27,8048,8047,8048,8354,7742,8011
2020-05-28,8499,8497,8498,8821,8175,8686
2020-05-29,8975,8973,8974,9315,8633,9232
2020-05-30,9477,9475,9476,9836,9116,9630
2020-05-31,10008,10006,10007,10388,9626,10464
2020-06-01,10569,10566,10568,10970,10166,10670
2020-06-02,11161,11157,11159,11584,10734,10939
2020-06-03,11786,11781,11784,12232,11336,NA
2020-06-04,12446,12440,12443,12916,11970,NA
2020-06-05,13144,13136,13140,13640,12640,NA
2020-06-06,13880,13871,13876,14404,13348,NA
2020-06-07,14658,14647,14652,15209,14095,NA
2020-06-08,15479,15466,15472,16061,14883,NA
2020-06-09,16346,16330,16338,16960,15716,NA
