"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-14,3909,3918,3914,4026,3802,3950
2020-05-15,4116,4122,4119,4237,4001,4196
2020-05-16,4333,4337,4335,4459,4211,4474
2020-05-17,4562,4562,4562,4692,4432,4611
2020-05-18,4803,4798,4800,4937,4663,4695
2020-05-19,5056,5046,5051,5195,4907,4977
2020-05-20,5323,5306,5314,5466,5162,5286
2020-05-21,5605,5579,5592,5752,5432,5596
2020-05-22,5900,5865,5882,6050,5714,NA
2020-05-23,6212,6165,6188,6365,6011,NA
2020-05-24,6540,6480,6510,6696,6324,NA
2020-05-25,6885,6809,6847,7043,6651,NA
2020-05-26,7249,7154,7202,7408,6996,NA
2020-05-27,7632,7515,7574,7790,7358,NA
2020-05-28,8035,7892,7964,8191,7737,NA
