"dia_ano","dias","otimista","casos_estimados","pessimista","x"
194,2020-07-12,815,988,1161,1047
195,2020-07-13,856,1038,1220,1085
196,2020-07-14,899,1090,1281,1105
197,2020-07-15,944,1145,1346,1174
198,2020-07-16,991,1202,1413,1207
199,2020-07-17,1040,1262,1484,1268
200,2020-07-18,1092,1325,1558,1305
201,2020-07-19,1148,1392,1636,1332
202,2020-07-20,1205,1462,1719,1384
203,2020-07-21,1266,1535,1804,1400
204,2020-07-22,1329,1612,1895,1453
205,2020-07-23,1396,1693,1990,NA
206,2020-07-24,1466,1778,2090,NA
207,2020-07-25,1539,1867,2195,NA
208,2020-07-26,1616,1960,2304,NA
209,2020-07-27,1697,2058,2419,NA
210,2020-07-28,1782,2162,2542,NA
211,2020-07-29,1871,2270,2669,NA
212,2020-07-30,1965,2384,2803,NA
213,2020-07-31,2064,2503,2942,NA
214,2020-08-01,2167,2629,3091,NA
