"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
167,2020-06-15,130,147,164,142
168,2020-06-16,137,155,173,142
169,2020-06-17,144,163,182,155
170,2020-06-18,152,172,192,155
171,2020-06-19,160,181,202,174
172,2020-06-20,169,191,213,198
173,2020-06-21,179,202,225,208
174,2020-06-22,188,213,238,209
175,2020-06-23,198,224,250,219
176,2020-06-24,209,236,263,253
177,2020-06-25,220,249,278,265
178,2020-06-26,232,262,292,NA
179,2020-06-27,245,277,309,NA
180,2020-06-28,258,292,326,NA
181,2020-06-29,272,307,342,NA
182,2020-06-30,287,324,361,NA
183,2020-07-01,302,341,380,NA
184,2020-07-02,319,360,401,NA
185,2020-07-03,335,379,423,NA
186,2020-07-04,354,400,446,NA
187,2020-07-05,372,421,470,NA
