"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,347,382,417,386
170,2020-06-18,360,397,434,406
171,2020-06-19,374,412,450,419
172,2020-06-20,389,428,467,428
173,2020-06-21,404,445,486,451
174,2020-06-22,419,462,505,469
175,2020-06-23,436,480,524,498
176,2020-06-24,452,498,544,521
177,2020-06-25,469,517,565,539
178,2020-06-26,488,537,586,564
179,2020-06-27,507,558,609,575
180,2020-06-28,527,580,633,NA
181,2020-06-29,547,602,657,NA
182,2020-06-30,567,625,683,NA
183,2020-07-01,589,649,709,NA
184,2020-07-02,612,674,736,NA
185,2020-07-03,636,700,764,NA
186,2020-07-04,660,727,794,NA
187,2020-07-05,686,755,824,NA
188,2020-07-06,712,784,856,NA
189,2020-07-07,739,814,889,NA
