"dia_ano","dias","otimista","casos_estimados","pessimista","x"
143,2020-05-22,129,145,161,157
144,2020-05-23,137,154,171,162
145,2020-05-24,146,164,182,163
146,2020-05-25,154,174,194,168
147,2020-05-26,163,184,205,173
148,2020-05-27,174,196,218,183
149,2020-05-28,185,208,231,198
150,2020-05-29,196,221,246,207
151,2020-05-30,208,234,260,NA
152,2020-05-31,221,249,277,NA
153,2020-06-01,234,264,294,NA
154,2020-06-02,248,280,312,NA
155,2020-06-03,264,297,330,NA
156,2020-06-04,280,316,352,NA
157,2020-06-05,297,335,373,NA
