"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
168,2020-06-16,138,156,174,161
169,2020-06-17,143,162,181,168
170,2020-06-18,148,168,188,167
171,2020-06-19,154,174,194,179
172,2020-06-20,159,180,201,180
173,2020-06-21,164,186,208,180
174,2020-06-22,169,191,213,181
175,2020-06-23,174,197,220,190
176,2020-06-24,179,203,227,204
177,2020-06-25,184,208,232,212
178,2020-06-26,188,213,238,214
179,2020-06-27,194,219,244,NA
180,2020-06-28,198,224,250,NA
181,2020-06-29,202,229,256,NA
182,2020-06-30,207,234,261,NA
183,2020-07-01,210,238,266,NA
184,2020-07-02,215,243,271,NA
185,2020-07-03,218,247,276,NA
186,2020-07-04,222,251,280,NA
187,2020-07-05,225,255,285,NA
188,2020-07-06,229,259,289,NA
