"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude"
"Netherlands",2019-12-30,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2019-12-31,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-01,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-02,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-03,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-04,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-05,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-06,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-07,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-08,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-09,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-10,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-11,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-12,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-13,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-14,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-15,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-16,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-17,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-18,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-19,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-20,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-21,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-22,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-23,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-24,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-25,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-26,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-27,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-28,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-29,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-30,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-01-31,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-01,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-02,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-03,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-04,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-05,0,0,0,0,0,"52.132633","5.291266"
"Netherlands",2020-02-06,1,1,1,0,0,"52.132633","5.291266"
"Netherlands",2020-02-07,1,1,1,0,0,"52.132633","5.291266"
"Netherlands",2020-02-08,1,1,1,0,0,"52.132633","5.291266"
"Netherlands",2020-02-09,1,1,1,0,0,"52.132633","5.291266"
"Netherlands",2020-02-10,1,1,1,0,0,"52.132633","5.291266"
"Netherlands",2020-02-11,2,2,2,0,0,"52.132633","5.291266"
"Netherlands",2020-02-12,2,2,2,0,0,"52.132633","5.291266"
"Netherlands",2020-02-13,2,2,2,0,0,"52.132633","5.291266"
"Netherlands",2020-02-14,3,3,3,0,0,"52.132633","5.291266"
"Netherlands",2020-02-15,4,4,4,0,0,"52.132633","5.291266"
"Netherlands",2020-02-16,4,4,4,0,0,"52.132633","5.291266"
"Netherlands",2020-02-17,5,5,5,0,0,"52.132633","5.291266"
"Netherlands",2020-02-18,6,6,6,0,0,"52.132633","5.291266"
"Netherlands",2020-02-19,8,8,8,1,0,"52.132633","5.291266"
"Netherlands",2020-02-20,9,10,11,1,0,"52.132633","5.291266"
"Netherlands",2020-02-21,11,12,13,1,0,"52.132633","5.291266"
"Netherlands",2020-02-22,13,14,15,1,0,"52.132633","5.291266"
"Netherlands",2020-02-23,17,18,19,1,0,"52.132633","5.291266"
"Netherlands",2020-02-24,21,22,23,1,0,"52.132633","5.291266"
"Netherlands",2020-02-25,25,26,27,2,0,"52.132633","5.291266"
"Netherlands",2020-02-26,30,32,34,2,0,"52.132633","5.291266"
"Netherlands",2020-02-27,38,40,42,3,1,"52.132633","5.291266"
"Netherlands",2020-02-28,45,48,51,3,2,"52.132633","5.291266"
"Netherlands",2020-02-29,56,59,62,4,7,"52.132633","5.291266"
"Netherlands",2020-03-01,68,72,76,5,13,"52.132633","5.291266"
"Netherlands",2020-03-02,83,88,93,6,18,"52.132633","5.291266"
"Netherlands",2020-03-03,102,108,114,7,28,"52.132633","5.291266"
"Netherlands",2020-03-04,125,132,139,9,38,"52.132633","5.291266"
"Netherlands",2020-03-05,152,161,170,11,82,"52.132633","5.291266"
"Netherlands",2020-03-06,186,197,208,13,128,"52.132633","5.291266"
"Netherlands",2020-03-07,228,241,254,16,188,"52.132633","5.291266"
"Netherlands",2020-03-08,277,293,309,19,265,"52.132633","5.291266"
"Netherlands",2020-03-09,339,358,377,23,321,"52.132633","5.291266"
"Netherlands",2020-03-10,412,436,460,29,382,"52.132633","5.291266"
"Netherlands",2020-03-11,502,531,560,35,503,"52.132633","5.291266"
"Netherlands",2020-03-12,612,647,682,42,614,"52.132633","5.291266"
"Netherlands",2020-03-13,744,786,828,51,804,"52.132633","5.291266"
"Netherlands",2020-03-14,902,954,1006,62,959,"52.132633","5.291266"
"Netherlands",2020-03-15,1094,1156,1218,76,1135,"52.132633","5.291266"
"Netherlands",2020-03-16,1323,1399,1475,92,1413,"52.132633","5.291266"
"Netherlands",2020-03-17,1597,1688,1779,110,1705,"52.132633","5.291266"
"Netherlands",2020-03-18,1921,2031,2141,133,2051,"52.132633","5.291266"
"Netherlands",2020-03-19,2305,2437,2569,160,2460,"52.132633","5.291266"
"Netherlands",2020-03-20,2755,2912,3069,191,2994,"52.132633","5.291266"
"Netherlands",2020-03-21,3277,3464,3651,227,3631,"52.132633","5.291266"
"Netherlands",2020-03-22,3877,4099,4321,268,4204,"52.132633","5.291266"
"Netherlands",2020-03-23,4562,4823,5084,316,4749,"52.132633","5.291266"
"Netherlands",2020-03-24,5331,5636,5941,369,5560,"52.132633","5.291266"
"Netherlands",2020-03-25,6183,6536,6889,428,6412,"52.132633","5.291266"
"Netherlands",2020-03-26,7113,7519,7925,492,7431,"52.132633","5.291266"
"Netherlands",2020-03-27,8110,8573,9036,561,8603,"52.132633","5.291266"
"Netherlands",2020-03-28,9159,9682,10205,634,9762,"52.132633","5.291266"
"Netherlands",2020-03-29,10242,10827,11412,709,NA,"52.132633","5.291266"
"Netherlands",2020-03-30,11339,11987,12635,785,NA,"52.132633","5.291266"
"Netherlands",2020-03-31,12427,13137,13847,860,NA,"52.132633","5.291266"
"Netherlands",2020-04-01,13485,14255,15025,933,NA,"52.132633","5.291266"
"Netherlands",2020-04-02,14493,15321,16149,1003,NA,"52.132633","5.291266"
"Netherlands",2020-04-03,15437,16319,17201,1068,NA,"52.132633","5.291266"
"Netherlands",2020-04-04,16305,17237,18169,1128,NA,"52.132633","5.291266"
