"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,60109,3988,32048,39825,24271,40
2020-03-03,60890,4308,32599,40509,24689,51
2020-03-04,61682,4652,33167,41215,25119,85
2020-03-05,62483,5024,33754,41945,25563,115
2020-03-06,63296,5424,34360,42698,26022,163
2020-03-07,64119,5856,34988,43478,26498,206
2020-03-08,64952,6322,35637,44285,26989,273
2020-03-09,65797,6824,36310,45121,27499,321
2020-03-10,66652,7365,37008,45988,28028,373
2020-03-11,67519,7947,37733,46889,28577,456
2020-03-12,68396,8574,38485,47824,29146,590
2020-03-13,69286,9249,39268,48797,29739,707
2020-03-14,70186,9976,40081,49807,30355,1140
2020-03-15,71099,10757,40928,50859,30997,1391
2020-03-16,72023,11597,41810,51955,31665,1543
2020-03-17,72959,12499,42729,53097,32361,1950
2020-03-18,73908,13469,43688,54289,33087,2630
2020-03-19,74869,14510,44690,55534,33846,3277
2020-03-20,75842,15627,45734,56832,34636,3983
2020-03-21,76828,16825,46826,58189,35463,5018
2020-03-22,77827,18108,47968,59608,36328,5683
2020-03-23,78839,19483,49161,61090,37232,6650
2020-03-24,79864,20955,50410,62642,38178,8077
2020-03-25,80902,22528,51715,64264,39166,9529
2020-03-26,81954,24209,53082,65963,40201,11658
2020-03-27,83019,26004,54512,67740,41284,14543
2020-03-28,84099,27919,56009,69600,42418,17089
2020-03-29,85192,29958,57575,71546,43604,19522
2020-03-30,86299,32129,59214,73583,44845,22141
2020-03-31,87421,34437,60929,75714,46144,25150
2020-04-01,88558,36888,62723,77943,47503,29474
2020-04-02,89709,39486,64598,80273,48923,33718
2020-04-03,90876,42239,66558,82709,50407,38168
2020-04-04,92057,45149,68603,85250,51956,41903
2020-04-05,93254,48222,70738,87903,53573,47806
2020-04-06,94466,51461,72964,90669,55259,51608
2020-04-07,95694,54870,75282,93550,57014,55242
2020-04-08,96938,58451,77694,96547,58841,60733
2020-04-09,98199,62206,80202,99664,60740,65077
2020-04-10,99475,66135,82805,102898,62712,70272
2020-04-11,100768,70238,85503,106251,64755,78991
2020-04-12,102079,74514,88296,109722,66870,84279
2020-04-13,103406,78959,91182,113308,69056,88621
2020-04-14,104750,83570,94160,117009,71311,93873
2020-04-15,106112,88340,97226,120819,73633,98476
2020-04-16,107491,93265,100378,124735,76021,103093
2020-04-17,108889,98334,103612,128754,78470,108692
2020-04-18,110304,103539,106922,132867,80977,114217
2020-04-19,111738,108869,110304,137070,83538,120067
2020-04-20,113191,114310,113750,141352,86148,124743
2020-04-21,114663,119851,117257,145710,88804,129044
2020-04-22,116153,125476,120814,150130,91498,133495
2020-04-23,117663,131169,124416,154606,94226,138078
2020-04-24,119193,136914,128054,159127,96981,143464
2020-04-25,120743,142695,131719,163681,99757,148377
2020-04-26,122312,148493,135402,168258,102546,152840
2020-04-27,123902,154292,139097,172850,105344,157149
2020-04-28,125513,160073,142793,177443,108143,161145
2020-04-29,127145,165819,146482,182027,110937,165221
2020-04-30,128798,171512,150155,186591,113719,171253
2020-05-01,130472,177138,153805,191127,116483,177454
2020-05-02,132169,182679,157424,195624,119224,182260
2020-05-03,133887,188122,161004,200073,121935,186599
2020-05-04,135628,193453,164540,204467,124613,190584
2020-05-05,137391,198659,168025,208797,127253,194990
2020-05-06,139177,203730,171454,213058,129850,201201
2020-05-07,140986,208656,174821,217242,132400,206715
2020-05-08,142819,213429,178124,221347,134901,211364
2020-05-09,144676,218041,181358,225366,137350,215260
2020-05-10,146557,222488,184522,229297,139747,219183
2020-05-11,148462,226765,187614,233140,142088,223060
2020-05-12,150392,230870,190631,236889,144373,226463
2020-05-13,152348,234801,193574,240546,146602,229705
2020-05-14,154328,238557,196442,244110,148774,233151
2020-05-15,156335,242140,199238,247584,150892,236711
2020-05-16,158367,245551,201959,250966,152952,240161
2020-05-17,160426,248792,204609,254259,154959,243695
2020-05-18,162511,251867,207189,257465,156913,246406
2020-05-19,164624,254779,209702,260588,158816,248818
2020-05-20,166764,257533,212148,263627,160669,248293
2020-05-21,168932,260133,214532,266590,162474,250908
2020-05-22,171129,262585,216857,269479,164235,254195
2020-05-23,173353,264895,219124,272296,165952,257154
2020-05-24,175607,267067,221337,275046,167628,259559
2020-05-25,177890,269108,223499,277732,169266,261184
2020-05-26,180203,271023,225613,280359,170867,265227
2020-05-27,182546,272820,227683,282932,172434,267240
2020-05-28,184919,274502,229710,285451,173969,269127
2020-05-29,187323,276077,231700,287923,175477,271222
2020-05-30,189758,277549,233654,290352,176956,272826
2020-05-31,192225,278925,235575,292739,178411,274762
2020-06-01,194724,280209,237466,295089,179843,276332
2020-06-02,197256,281408,239332,297407,181257,277985
2020-06-03,199820,282526,241173,299695,182651,279856
2020-06-04,202418,283568,242993,301957,184029,281661
2020-06-05,205050,284538,244794,304195,185393,283311
2020-06-06,207715,285441,246578,306412,186744,284868
2020-06-07,210416,286282,248349,308612,188086,286194
2020-06-08,213151,287063,250107,310797,189417,287399
2020-06-09,215922,287790,251856,312970,190742,289140
2020-06-10,218730,288466,253598,315135,192061,290143
2020-06-11,221573,289093,255333,317291,193375,291409
2020-06-12,224454,289676,257065,319443,194687,292950
2020-06-13,227372,290217,258794,321592,195996,294375
2020-06-14,230328,290720,260524,323742,197306,295889
2020-06-15,233322,291186,262254,325892,198616,296857
2020-06-16,236355,291618,263986,328044,199928,298136
2020-06-17,239428,292019,265724,330204,201244,299251
2020-06-18,242541,292391,267466,332368,202564,300469
2020-06-19,245694,292736,269215,334542,203888,301815
2020-06-20,248888,293056,270972,336725,205219,303110
2020-06-21,252124,293352,272738,338920,206556,304331
2020-06-22,255402,293626,274514,341127,207901,305289
2020-06-23,258722,293881,276302,343348,209256,306210
2020-06-24,262086,294116,278101,345584,210618,306862
2020-06-25,265493,294334,279914,347837,211991,307980
2020-06-26,268945,294536,281740,350106,213374,309360
2020-06-27,272441,294724,283582,352395,214769,310250
2020-06-28,275983,294897,285440,354704,216176,311151
2020-06-29,279571,295057,287314,357033,217595,311965
2020-06-30,283206,295206,289206,359384,219028,312654
2020-07-01,286887,295344,291116,361757,220475,313483
2020-07-02,290617,295471,293044,364153,221935,283757
2020-07-03,294395,295589,294992,366574,223410,284276
2020-07-04,298223,295698,296960,369019,224901,284900
2020-07-05,302100,295799,298950,371492,226408,285416
2020-07-06,306027,295892,300960,373990,227930,285768
2020-07-07,310006,295979,302992,376515,229469,286349
2020-07-08,314036,296059,305048,379070,231026,286979
2020-07-09,318119,296133,307126,381652,232600,287621
2020-07-10,322254,296201,309228,384264,234192,288133
2020-07-11,326444,296265,311354,386906,235802,288953
2020-07-12,330688,296323,313506,389580,237432,289603
2020-07-13,334987,296378,315682,392284,239080,290133
2020-07-14,339342,296428,317885,395022,240748,291373
2020-07-15,343754,296474,320114,397792,242436,291911
2020-07-16,348223,296517,322370,400595,244145,292552
2020-07-17,352750,296557,324654,403433,245875,293239
2020-07-18,357336,296594,326965,406305,247625,294066
2020-07-19,361981,296628,329304,409212,249396,294792
2020-07-20,366687,296659,331673,412156,251190,295372
2020-07-21,371455,296688,334072,415137,253007,295817
2020-07-22,376284,296715,336500,418154,254846,296377
2020-07-23,381176,296740,338958,421208,256708,297146
2020-07-24,386131,296763,341447,424301,258593,297914
2020-07-25,391151,296784,343968,427434,260502,298681
2020-07-26,396236,296804,346520,430605,262435,299426
2020-07-27,401388,296822,349105,433818,264392,300111
2020-07-28,406606,296839,351722,437070,266374,300692
2020-07-29,411892,296855,354374,440365,268383,NA
2020-07-30,417247,296869,357058,443700,270416,NA
2020-07-31,422671,296883,359777,447079,272475,NA
2020-08-01,428166,296895,362530,450500,274560,NA
2020-08-02,433733,296906,365320,453967,276673,NA
2020-08-03,439372,296917,368144,457476,278812,NA
2020-08-04,445084,296927,371006,461033,280979,NA
2020-08-05,450870,296936,373903,464633,283173,NA
2020-08-06,456732,296944,376838,468280,285396,NA
2020-08-07,462669,296952,379810,471973,287647,NA
