"dia_ano","dias","otimista","casos_estimados","pessimista","x"
165,2020-06-13,175,186,197,192
166,2020-06-14,190,202,214,209
167,2020-06-15,206,219,232,216
168,2020-06-16,223,237,251,226
169,2020-06-17,242,257,272,266
170,2020-06-18,261,278,295,281
171,2020-06-19,283,301,319,309
172,2020-06-20,307,326,345,335
173,2020-06-21,333,354,375,360
174,2020-06-22,360,383,406,384
175,2020-06-23,390,415,440,401
176,2020-06-24,423,450,477,NA
177,2020-06-25,458,487,516,NA
178,2020-06-26,497,528,559,NA
179,2020-06-27,538,572,606,NA
180,2020-06-28,583,620,657,NA
181,2020-06-29,632,672,712,NA
182,2020-06-30,685,728,771,NA
183,2020-07-01,742,789,836,NA
184,2020-07-02,803,854,905,NA
185,2020-07-03,871,926,981,NA
