"dia_ano","dias","otimista","casos_estimados","pessimista","x"
163,2020-06-11,252,270,288,274
164,2020-06-12,264,283,302,282
165,2020-06-13,277,297,317,293
166,2020-06-14,290,311,332,304
167,2020-06-15,304,326,348,319
168,2020-06-16,319,342,365,348
169,2020-06-17,334,358,382,365
170,2020-06-18,348,374,400,379
171,2020-06-19,364,391,418,396
172,2020-06-20,380,408,436,404
173,2020-06-21,397,426,455,423
174,2020-06-22,414,444,474,NA
175,2020-06-23,431,463,495,NA
176,2020-06-24,449,482,515,NA
177,2020-06-25,468,502,536,NA
178,2020-06-26,486,522,558,NA
179,2020-06-27,506,543,580,NA
180,2020-06-28,525,563,601,NA
181,2020-06-29,545,585,625,NA
182,2020-06-30,565,606,647,NA
183,2020-07-01,585,628,671,NA
