"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-23,3093,3217,3155,3284,3026,3258
2020-05-24,3306,3413,3360,3497,3223,3390
2020-05-25,3534,3615,3574,3720,3428,3550
2020-05-26,3777,3821,3799,3954,3644,3720
2020-05-27,4037,4031,4034,4198,3870,3966
2020-05-28,4315,4243,4279,4453,4105,4243
2020-05-29,4612,4456,4534,4719,4349,4503
2020-05-30,4929,4671,4800,4996,4604,4745
2020-05-31,5269,4886,5078,5285,4871,NA
2020-06-01,5631,5099,5365,5584,5146,NA
2020-06-02,6019,5311,5665,5896,5434,NA
2020-06-03,6433,5520,5976,6219,5733,NA
2020-06-04,6876,5726,6301,6558,6044,NA
2020-06-05,7349,5927,6638,6908,6368,NA
2020-06-06,7855,6124,6990,7275,6705,NA
