location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-30;total_cases;14;2020-05-19;7653;2020-05-30;14525;1.9
Albania;2020-05-30;total_cases;42;2020-04-21;609;2020-05-30;1122;1.84
Algeria;2020-05-30;total_cases;27;2020-05-06;4997;2020-05-30;9267;1.85
Andorra;2020-05-30;total_cases;62;2020-04-01;390;2020-05-30;764;1.96
Angola;2020-05-30;total_cases;20;2020-05-13;45;2020-05-30;84;1.87
Argentina;2020-05-30;total_cases;14;2020-05-19;8796;2020-05-30;16201;1.84
Armenia;2020-05-30;total_cases;15;2020-05-18;4823;2020-05-30;8927;1.85
Aruba;2020-05-30;total_cases;62;2020-04-01;55;2020-05-30;101;1.84
Australia;2020-05-30;total_cases;66;2020-03-28;3809;2020-05-30;7185;1.89
Austria;2020-05-30;total_cases;65;2020-03-29;8813;2020-05-30;16638;1.89
Azerbaijan;2020-05-30;total_cases;19;2020-05-14;2879;2020-05-30;5246;1.82
Bahamas;2020-05-30;total_cases;46;2020-04-17;55;2020-05-30;102;1.85
Bahrain;2020-05-30;total_cases;20;2020-05-13;5816;2020-05-30;10793;1.86
Bangladesh;2020-05-30;total_cases;15;2020-05-18;23870;2020-05-30;44608;1.87
Barbados;2020-05-30;total_cases;59;2020-04-04;51;2020-05-30;92;1.8
Belarus;2020-05-30;total_cases;23;2020-05-10;22973;2020-05-30;41658;1.81
Belgium;2020-05-30;total_cases;49;2020-04-14;31119;2020-05-30;58186;1.87
Belize;2020-05-30;total_cases;53;2020-04-10;10;2020-05-30;18;1.8
Bhutan;2020-05-30;total_cases;11;2020-05-21;21;2020-05-30;43;2.05
Bolivia;2020-05-30;total_cases;12;2020-05-21;5187;2020-05-30;9592;1.85
Bosnia.and.Herzegovina;2020-05-30;total_cases;41;2020-04-22;1367;2020-05-30;2494;1.82
Brazil;2020-05-30;total_cases;14;2020-05-19;271628;2020-05-30;498440;1.84
British.Virgin.Islands;2020-05-30;total_cases;43;2020-04-19;4;2020-05-30;8;2
Brunei;2020-05-30;total_cases;74;2020-03-20;78;2020-05-30;141;1.81
Bulgaria;2020-05-30;total_cases;36;2020-04-27;1363;2020-05-30;2513;1.84
Burkina.Faso;2020-05-30;total_cases;53;2020-04-10;448;2020-05-30;853;1.9
