"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,68,75,82,73
179,2020-06-27,71,78,85,73
180,2020-06-28,75,82,89,77
181,2020-06-29,78,85,92,81
182,2020-06-30,81,89,97,84
183,2020-07-01,85,93,101,91
184,2020-07-02,89,98,107,98
185,2020-07-03,93,102,111,104
186,2020-07-04,98,107,116,106
187,2020-07-05,102,112,122,115
188,2020-07-06,107,117,127,118
189,2020-07-07,112,123,134,NA
190,2020-07-08,117,128,139,NA
191,2020-07-09,122,134,146,NA
192,2020-07-10,128,140,152,NA
193,2020-07-11,134,147,160,NA
194,2020-07-12,140,154,168,NA
195,2020-07-13,147,161,175,NA
196,2020-07-14,153,168,183,NA
197,2020-07-15,161,176,191,NA
198,2020-07-16,168,184,200,NA
