"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-02,75472,74299,74886,87701,62071,73530
2020-07-03,77518,74844,76181,89218,63144,74537
2020-07-04,79619,75359,77489,90750,64228,75945
2020-07-05,81777,75844,78810,92297,65323,76014
2020-07-06,83994,76302,80148,93864,66432,76424
2020-07-07,86270,76733,81502,95450,67554,79167
2020-07-08,88609,77138,82874,97057,68691,80082
2020-07-09,91010,77519,84264,98684,69844,81318
2020-07-10,93477,77877,85677,100339,71015,82507
2020-07-11,96011,78213,87112,102020,72204,83230
2020-07-12,98613,78529,88571,103728,73414,83526
2020-07-13,101286,78825,90056,105468,74644,NA
2020-07-14,104031,79102,91566,107236,75896,NA
2020-07-15,106851,79362,93106,109040,77172,NA
2020-07-16,109747,79606,94676,110878,78474,NA
2020-07-17,112722,79834,96278,112754,79802,NA
2020-07-18,115777,80047,97912,114668,81156,NA
2020-07-19,118915,80247,99581,116623,82539,NA
2020-07-20,122138,80433,101286,118619,83953,NA
2020-07-21,125449,80608,103028,120660,85396,NA
2020-07-22,128849,80771,104810,122746,86874,NA
