location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-23;total_cases;40;2020-06-16;10003;2020-07-23;18157;1.82
AL;2020-07-23;total_cases;35;2020-06-21;28657;2020-07-23;52529;1.83
AM;2020-07-23;total_cases;47;2020-06-09;51234;2020-07-23;94219;1.84
AP;2020-07-23;total_cases;39;2020-06-17;18618;2020-07-23;34838;1.87
BA;2020-07-23;total_cases;25;2020-07-01;76485;2020-07-23;138358;1.81
CE;2020-07-23;total_cases;39;2020-06-17;84967;2020-07-23;156242;1.84
DF;2020-07-23;total_cases;26;2020-06-30;49218;2020-07-23;90023;1.83
ES;2020-07-23;total_cases;31;2020-06-25;40246;2020-07-23;74608;1.85
GO;2020-07-23;total_cases;23;2020-07-03;26330;2020-07-23;50458;1.92
MA;2020-07-23;total_cases;41;2020-06-15;60592;2020-07-23;111488;1.84
MG;2020-07-23;total_cases;22;2020-07-04;55958;2020-07-23;102568;1.83
MS;2020-07-23;total_cases;19;2020-07-07;10687;2020-07-23;19671;1.84
MT;2020-07-23;total_cases;19;2020-07-07;22406;2020-07-23;40755;1.82
PA;2020-07-23;total_cases;37;2020-06-19;80072;2020-07-23;144467;1.8
PB;2020-07-23;total_cases;32;2020-06-24;39912;2020-07-23;73104;1.83
PE;2020-07-23;total_cases;41;2020-06-15;45507;2020-07-23;83240;1.83
PI;2020-07-23;total_cases;24;2020-07-02;23307;2020-07-23;43179;1.85
PR;2020-07-23;total_cases;19;2020-07-07;34308;2020-07-23;62004;1.81
RJ;2020-07-23;total_cases;40;2020-06-16;83343;2020-07-23;151549;1.82
RN;2020-07-23;total_cases;28;2020-06-28;24456;2020-07-23;46056;1.88
RO;2020-07-23;total_cases;31;2020-06-25;18173;2020-07-23;34080;1.88
RR;2020-07-23;total_cases;25;2020-07-01;15153;2020-07-23;27932;1.84
RS;2020-07-23;total_cases;23;2020-07-03;30371;2020-07-23;54841;1.81
SC;2020-07-23;total_cases;20;2020-07-06;33822;2020-07-23;62282;1.84
SE;2020-07-23;total_cases;24;2020-07-02;26612;2020-07-23;49397;1.86
SP;2020-07-23;total_cases;31;2020-06-25;248587;2020-07-23;452007;1.82
TO;2020-07-23;total_cases;26;2020-06-30;10764;2020-07-23;19423;1.8
