location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-06-02;total_cases;15;2020-05-21;8676;2020-06-02;16509;1.9
Albania;2020-06-02;total_cases;44;2020-04-22;634;2020-06-02;1164;1.84
Algeria;2020-06-02;total_cases;29;2020-05-07;5182;2020-06-02;9626;1.86
Andorra;2020-06-02;total_cases;62;2020-04-04;466;2020-06-02;844;1.81
Angola;2020-06-02;total_cases;23;2020-05-13;45;2020-06-02;86;1.91
Argentina;2020-06-02;total_cases;15;2020-05-21;9918;2020-06-02;18306;1.85
Armenia;2020-06-02;total_cases;16;2020-05-20;5271;2020-06-02;10009;1.9
Aruba;2020-06-02;total_cases;65;2020-04-01;55;2020-06-02;101;1.84
Australia;2020-06-02;total_cases;69;2020-03-28;3809;2020-06-02;7221;1.9
Austria;2020-06-02;total_cases;68;2020-03-29;8813;2020-06-02;16674;1.89
Azerbaijan;2020-06-02;total_cases;18;2020-05-18;3287;2020-06-02;5935;1.81
Bahamas;2020-06-02;total_cases;49;2020-04-17;55;2020-06-02;102;1.85
Bahrain;2020-06-02;total_cases;20;2020-05-16;6747;2020-06-02;12311;1.82
Bangladesh;2020-06-02;total_cases;15;2020-05-21;28511;2020-06-02;52445;1.84
Barbados;2020-06-02;total_cases;62;2020-04-04;51;2020-06-02;92;1.8
Belarus;2020-06-02;total_cases;25;2020-05-11;23906;2020-06-02;44255;1.85
Belgium;2020-06-02;total_cases;52;2020-04-14;31119;2020-06-02;58615;1.88
Belize;2020-06-02;total_cases;56;2020-04-10;10;2020-06-02;18;1.8
Benin;2020-06-02;total_cases;13;2020-05-23;135;2020-06-02;244;1.81
Bhutan;2020-06-02;total_cases;13;2020-05-23;24;2020-06-02;47;1.96
Bolivia;2020-06-02;total_cases;13;2020-05-23;5915;2020-06-02;10991;1.86
Bosnia.and.Herzegovina;2020-06-02;total_cases;44;2020-04-22;1367;2020-06-02;2534;1.85
Botswana;2020-06-02;total_cases;45;2020-04-21;20;2020-06-02;38;1.9
Brazil;2020-06-02;total_cases;16;2020-05-20;291579;2020-06-02;555383;1.9
British.Virgin.Islands;2020-06-02;total_cases;46;2020-04-19;4;2020-06-02;8;2
Brunei;2020-06-02;total_cases;77;2020-03-20;78;2020-06-02;141;1.81
Bulgaria;2020-06-02;total_cases;38;2020-04-28;1399;2020-06-02;2538;1.81
Burkina.Faso;2020-06-02;total_cases;55;2020-04-11;484;2020-06-02;883;1.82
Cameroon;2020-06-02;total_cases;17;2020-05-19;3529;2020-06-02;6585;1.87
Canada;2020-06-02;total_cases;38;2020-04-28;50015;2020-06-02;92399;1.85
Cape.Verde;2020-06-02;total_cases;26;2020-05-10;246;2020-06-02;466;1.89
Cayman.Islands;2020-06-02;total_cases;26;2020-05-10;81;2020-06-02;151;1.86
Central.African.Republic;2020-06-02;total_cases;12;2020-05-24;604;2020-06-02;1173;1.94
Chad;2020-06-02;total_cases;21;2020-05-15;428;2020-06-02;803;1.88
Chile;2020-06-02;total_cases;15;2020-05-21;57581;2020-06-02;108686;1.89
China;2020-06-02;total_cases;115;2020-02-11;44724;2020-06-02;84159;1.88
Colombia;2020-06-02;total_cases;17;2020-05-19;16935;2020-06-02;31833;1.88
Congo;2020-06-02;total_cases;24;2020-05-12;333;2020-06-02;611;1.83
Costa.Rica;2020-06-02;total_cases;53;2020-04-13;612;2020-06-02;1105;1.81
