location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-01;total_deaths;45;2020-06-20;297;2020-08-01;535;1.8
AL;2020-08-01;total_deaths;45;2020-06-20;866;2020-08-01;1581;1.83
AM;2020-08-01;total_deaths;71;2020-05-25;1781;2020-08-01;3278;1.84
AP;2020-08-01;total_deaths;53;2020-06-12;312;2020-08-01;568;1.82
BA;2020-08-01;total_deaths;33;2020-07-02;1947;2020-08-01;3517;1.81
CE;2020-08-01;total_deaths;57;2020-06-08;4120;2020-08-01;7698;1.87
DF;2020-08-01;total_deaths;26;2020-07-09;823;2020-08-01;1490;1.81
ES;2020-08-01;total_deaths;42;2020-06-23;1425;2020-08-01;2566;1.8
GO;2020-08-01;total_deaths;20;2020-07-15;927;2020-08-01;1686;1.82
MA;2020-08-01;total_deaths;45;2020-06-20;1684;2020-08-01;3032;1.8
MG;2020-08-01;total_deaths;23;2020-07-12;1576;2020-08-01;2861;1.82
MS;2020-08-01;total_deaths;17;2020-07-18;216;2020-08-01;389;1.8
MT;2020-08-01;total_deaths;25;2020-07-10;986;2020-08-01;1849;1.88
PA;2020-08-01;total_deaths;62;2020-06-03;3193;2020-08-01;5750;1.8
PB;2020-08-01;total_deaths;34;2020-07-01;1002;2020-08-01;1833;1.83
PE;2020-08-01;total_deaths;54;2020-06-11;3633;2020-08-01;6597;1.82
PI;2020-08-01;total_deaths;32;2020-07-03;726;2020-08-01;1354;1.87
PR;2020-08-01;total_deaths;22;2020-07-13;1089;2020-08-01;1975;1.81
RJ;2020-08-01;total_deaths;53;2020-06-12;7417;2020-08-01;13556;1.83
RN;2020-08-01;total_deaths;35;2020-06-30;1034;2020-08-01;1879;1.82
RO;2020-08-01;total_deaths;37;2020-06-28;486;2020-08-01;881;1.81
RR;2020-08-01;total_deaths;35;2020-06-30;283;2020-08-01;513;1.81
RS;2020-08-01;total_deaths;21;2020-07-14;1060;2020-08-01;1947;1.84
SC;2020-08-01;total_deaths;19;2020-07-16;588;2020-08-01;1154;1.96
SE;2020-08-01;total_deaths;30;2020-07-05;798;2020-08-01;1448;1.81
SP;2020-08-01;total_deaths;43;2020-06-22;12634;2020-08-01;23236;1.84
TO;2020-08-01;total_deaths;31;2020-07-04;215;2020-08-01;390;1.81
