"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-02,564,572,568,654,482,601
2020-05-03,656,669,662,762,562,730
2020-05-04,764,781,772,889,655,772
2020-05-05,889,908,898,1034,762,898
2020-05-06,1035,1052,1044,1202,886,998
2020-05-07,1205,1216,1210,1393,1027,1214
2020-05-08,1403,1399,1401,1613,1189,1438
2020-05-09,1633,1602,1618,1863,1373,1588
2020-05-10,1901,1826,1864,2146,1582,NA
2020-05-11,2213,2070,2142,2466,1818,NA
2020-05-12,2576,2333,2454,2825,2083,NA
2020-05-13,2998,2613,2806,3230,2382,NA
2020-05-14,3490,2906,3198,3681,2715,NA
2020-05-15,4063,3210,3636,4186,3086,NA
2020-05-16,4729,3521,4125,4749,3501,NA
