location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-10;total_deaths;78;2020-06-27;351;2020-09-10;635;1.81
AL;2020-09-10;total_deaths;74;2020-07-01;1072;2020-09-10;1957;1.83
AM;2020-09-10;total_deaths;102;2020-06-03;2138;2020-09-10;3874;1.81
AP;2020-09-10;total_deaths;83;2020-06-22;372;2020-09-10;676;1.82
BA;2020-09-10;total_deaths;48;2020-07-27;3227;2020-09-10;5818;1.8
CE;2020-09-10;total_deaths;93;2020-06-12;4788;2020-09-10;8639;1.8
DF;2020-09-10;total_deaths;39;2020-08-05;1572;2020-09-10;2843;1.81
ES;2020-09-10;total_deaths;69;2020-07-06;1838;2020-09-10;3314;1.8
GO;2020-09-10;total_deaths;36;2020-08-08;2008;2020-09-10;3627;1.81
MA;2020-09-10;total_deaths;78;2020-06-27;1943;2020-09-10;3550;1.83
MG;2020-09-10;total_deaths;38;2020-08-06;3304;2020-09-10;6009;1.82
MS;2020-09-10;total_deaths;32;2020-08-12;558;2020-09-10;1024;1.84
MT;2020-09-10;total_deaths;47;2020-07-28;1669;2020-09-10;3025;1.81
PA;2020-09-10;total_deaths;101;2020-06-04;3416;2020-09-10;6289;1.84
PB;2020-09-10;total_deaths;59;2020-07-16;1418;2020-09-10;2590;1.83
PE;2020-09-10;total_deaths;83;2020-06-22;4252;2020-09-10;7792;1.83
PI;2020-09-10;total_deaths;58;2020-07-17;1065;2020-09-10;1931;1.81
PR;2020-09-10;total_deaths;41;2020-08-03;2050;2020-09-10;3710;1.81
RJ;2020-09-10;total_deaths;81;2020-06-24;9295;2020-09-10;16871;1.82
RN;2020-09-10;total_deaths;69;2020-07-06;1248;2020-09-10;2302;1.84
RO;2020-09-10;total_deaths;60;2020-07-15;668;2020-09-10;1217;1.82
RR;2020-09-10;total_deaths;74;2020-07-01;314;2020-09-10;607;1.93
RS;2020-09-10;total_deaths;39;2020-08-05;2163;2020-09-10;3929;1.82
SC;2020-09-10;total_deaths;38;2020-08-06;1357;2020-09-10;2483;1.83
SE;2020-09-10;total_deaths;59;2020-07-16;1071;2020-09-10;1933;1.8
SP;2020-09-10;total_deaths;64;2020-07-11;17702;2020-09-10;32104;1.81
TO;2020-09-10;total_deaths;38;2020-08-06;428;2020-09-10;773;1.81
