"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,-7,22,51,4
173,2020-06-21,-8,25,58,4
174,2020-06-22,-10,29,68,6
175,2020-06-23,-11,34,79,7
176,2020-06-24,-13,40,93,11
177,2020-06-25,-16,47,110,12
178,2020-06-26,-18,54,126,13
179,2020-06-27,-21,63,147,19
180,2020-06-28,-25,74,173,61
181,2020-06-29,-29,86,201,160
182,2020-06-30,-33,100,233,184
183,2020-07-01,-39,117,273,NA
184,2020-07-02,-45,136,317,NA
185,2020-07-03,-53,159,371,NA
186,2020-07-04,-61,185,431,NA
187,2020-07-05,-72,216,504,NA
188,2020-07-06,-84,252,588,NA
189,2020-07-07,-97,293,683,NA
190,2020-07-08,-114,342,798,NA
191,2020-07-09,-132,398,928,NA
192,2020-07-10,-154,464,1082,NA
